"id","wid_15","wid_in_13","eq2_15","eqd1a_15","eqd2_15","eqd3_15","eqd4_15","eqd5_15","eqd6_15","eqd7_15","eqd8_15","eqd9_15","eqd10_15","eqd11_15","eqd12_15","eqd13_15","eqd14_15","eqe1_15","eqe2_15","eqe3_15","eqe4_15","eqe5_15","eqe6_15","eqe7_15","eqe8_15","eqe8a_15","eqe9_15","eqe9a_15","eqe10_15","eqe10a_15","eqe11_15","eqe12_15","eqe13_15","eqf1a_15","eqf1b_15","eqf1c_15","eqf2_15","eqf3_15","eqf4_15","eqg1a_15","eqg1b_15","eqg2a_15","eqg2b_15","eqg3a1_15","eqg3a2_15","eqg3b1_15","eqg3b2_15","eqg3c1_15","eqg3c2_15","eqg4_15","eqg5a_15","eqg5b_15","eqg6_15","eqg7_15","eqg8_15","eqg9a_15","eqg9b_15","eqg9c_15","eqg9d_15","eqg9e_15","eqg9f_15","eqg9g_15","eqg9h_15","eqg9i_15","eqg10a_15","eqg10b_15","eqg11_15","eqg12_15","eqg13_15","eqg14_15","eqh1_15","eqh2_15","eqi1_15","eqi2_15","eqi3_15","eqi4_15","eqi5_15","eqi6_15","eqi7_15","eqi8_15","eqj1a_15","eqj1ba_15","eqj1bb_15","eqj1bc_15","eqj1bd_15","eqj1be_15","eqj1bf_15","eqj1bg_15","eqk1a_15","eqk1b_15","eqk1c_15","eqk1d_15","eqk1f_15","eqk1e_15","eqk2a_15","eqk2b_15","eqk2c_15","eqk2d_15","eqk2e_15","eqk2f_15"
9175,1,9,"Ha Tay",9,"Production Worker","Other","Male",1968,"Yes","Yes",2000,"Yes",,"Yes","Married",0,"Kinh","High school",,,2,"Agriculture",1,"Agriculture",1,1,0,,1,5,"Yes after informal training","No",,"Production Worker","FDI firm","Manufacturing and Construction",1,"Sufficient","Better social benefits","Combined","Combined",7,8,"Month",4500,"Month",3000,,,"Yes","Same","No","Yes",4800,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","Not necessary at moment","No","Yes","Yes","Owner, who is a friend","On-the-job test (carried out by experienced worker)",,,,,,,,,"Yes","Most important",,"Third most important",,"Second most important",,,"Yes","Yes","Yes","No","Yes","Yes","Yes","Permanent self-contained house",60,15,2000,
9175,2,9,"Ha Tay",9,"Production Worker","Other","Male",1983,"No","Yes",2005,"Yes",,"Yes","Married",1,"Kinh","High school",,,3,"Agriculture",2,"Agriculture",1,1,0,,1,3,"Yes after informal training","No",,"Production Worker","FDI firm","Manufacturing and Construction",1,"Sufficient","Better salary","Combined","Combined",7,8,"Month",4500,"Month",3000,,,"Yes","Same","No","Yes",4800,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","I prefer to save up myself","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"Yes","Most important",,"Third most important",,"Second most important",,,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",40,7,2008,
9175,3,9,"Ha Tay",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1983,"Yes","Yes",2005,"Yes",,"Yes","Married",1,"Kinh","High school",,,2,"Agriculture",2,"Agriculture",1,1,0,,1,4,"Yes after informal training","No",,"Production Worker","FDI firm","Manufacturing and Construction",1,"Sufficient","Better working condition","Combined","Combined",7,8,"Month",4500,"Month",3000,,,"Yes","Same","No","Yes",4800,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","Too expensive","No","Yes","Yes","Owner, who is a relative","Several of the above",,,,,,,,,"Yes","Third most important",,"Most important",,"Second most important",,,"No","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",50,6,2009,
9177,1,1,"Ha Tay",1,"Production Worker","Other","Male",1984,"Yes","No",2009,"Yes",,"Yes","Not married",0,"Kinh","Secondary school",,,3,"Services",2,"Services",0,,0,,1,20,"Yes after informal training","No",,"Did not work",,,6,,,"Combined","Cash",6,7,"Month",3000,"Month",2500,"Month",2500,"Yes","Same","No","Yes",1000,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Most important","Third most important","Second most important",,,,,"Yes","Yes","Yes","No","Yes","Yes","Yes","Permanent self-contained house",50,31,1984,
9177,3,3,"Ha Tay",3,"Manager","Member of Owners HH","Female",1976,"Yes","No",2000,"Yes",,"Yes","Married",2,"Kinh","High school",,,8,"Manufacturing and Construction",2,"Manufacturing and Construction",0,,0,,1,20,"Yes after informal training","Yes","Yes","Sales Worker","Private firm","Services",2,"Sufficient","Better working condition",,,0,0,,,,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","No",,,"None of the above",,,,,,,,,"No","Most important","Second most important","Third most important",,,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",80,14,2001,2010
9177,2,2,"Ha Tay",2,"Production Worker","Other","Male",1982,"Yes","No",2012,"Yes",,"Yes","Not married",0,"Kinh","Secondary school",,,3,"Services",3,"Manufacturing and Construction",0,,0,,1,20,"Yes after informal training","No",,"Did not work",,,3,,,"Combined","Cash",6,7,"Month",2000,"Month",1000,"Month",1500,"Yes","Same","No","Yes",1000,"No","No","No","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","No",,"Owner, who is a friend","None of the above",,,,,,,,,"No","Most important",,"Third most important",,,"Second most important",,"Yes","Yes","Yes","No","Yes","Yes","Yes","Permanent self-contained house",40,33,1982,
9232,3,3,"HCMC",3,"Office Worker","Other","Male",1991,"Yes","No",2011,"Yes",,"Yes","Married",1,"Kinh","High school",,,4,"Services",3,"Services",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Services",5,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",3300,"Month",2200,,,,"Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",,"No",,,"Job advertisement","None of the above",,,,,,,,,"No",,,"Second most important",,"Most important",,"Third most important","Yes","Yes","Yes","No","No","Yes","No","semi-permanent house",40,2,,
9232,1,1,"HCMC",1,"Manager","Other","Male",1991,"Yes","No",2010,"Yes",,"Yes","Married",2,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Manager","Private firm","Agriculture",6,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",3300,"Month",2300,,,,"Higher","Yes","Yes",1000,"No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",,"No",,,"Job advertisement","None of the above",,,,,,,,,"No",,,"Second most important",,"Most important",,"Third most important","No","Yes","Yes","Yes","No","Yes","No","semi-permanent house",30,6,,
9232,2,2,"HCMC",2,"Production Worker","Other","Male",1988,"Yes","No",2010,"No","Rural","No","Married",2,"Kinh","High school",,,4,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",3300,"Month",2000,,,,"Higher","Yes","Yes",1000,"No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",,"No",,,"Relative working in firm","None of the above",,,,,,,,,"No","Third most important",,"Second most important",,"Most important",,,"Yes","Yes","Yes","Yes","No","Yes","No","semi-permanent house",34,3,,
9241,1,9,"HCMC",9,"Production Worker","Relative of owner, but not living in the same HH","Female",1980,"Yes","No",2000,"Yes",,"Yes","Married",1,"Hoa","Technical level without certificate",,,4,"Services",4,"Services",1,30,0,,1,30,"No","No",,"Did not work",,,15,,,"Time rate","Cash",6,8,"Month",3000,"Month",2500,,,"Yes","Same","No","Yes",1000,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","I prefer to save up myself","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Most important",,,,"Second most important","Third most important",,"Yes","No","Yes","Yes","No","Yes","Yes","Permanent self-contained house",50,10,2000,2001
9241,2,9,"HCMC",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1981,"Yes","No",2001,"Yes",,"Yes","Married",1,"Hoa","Technical level without certificate",,,4,"Services",4,"Services",1,30,0,,1,30,"No","No",,"Did not work",,,14,,,"Time rate","Cash",6,8,"Month",3000,"Month",2500,,,"Yes","Same","No","Yes",1000,"No","No","No","No","No","Yes","Yes","No","No","No","No","No","I prefer to save up myself","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)",,,,,,,,,"No","Third most important",,,,,"Second most important","Most important","Yes","No","Yes","Yes","No","Yes","Yes","Permanent self-contained house",60,12,2001,
9242,2,1,"HCMC",1,"Professional Worker","Other","Female",1990,"Yes","Yes",2011,"Yes",,"Yes","Married",2,"Kinh"," Professional secondary",4232,2013,3,"Services",2,"Services",0,,0,,0,,"Don't know","No",,"Did not work",,,4,,,"Time rate","Cash",6,8,"Month",6000,"Month",4000,,,"Yes","Higher","Yes","Yes",6000,"No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No",,"Most important","Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","semi-permanent house",80,15,1998,2009
9242,4,5,"HCMC",5,"Sales Worker","Other","Female",1979,"Yes","Yes",2006,"Yes",,"Yes","Not married",0,"Kinh","College",5134,2009,5,"Services",4,"Services",0,,0,,0,,"Don't know","No",,"Service Worker","Private firm","Services",3,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",5000,"Month",3000,,,"Yes","Higher","Yes","Yes",5000,"No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Low quality of services","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No","Most important","Second most important",,,"Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",45,5,2009,
9242,1,9,"HCMC",9,"Office Worker","Other","Male",1987,"Yes","Yes",2014,"Yes",,"Yes","Not married",1,"Kinh"," Professional secondary",4234,2009,3,"Services",3,"Services",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Services",3,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",6000,"Month",4000,,,"Yes","Higher","Yes","Yes",6000,"No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No",,"Third most important","Most important",,"Second most important",,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",60,20,1990,2005
9242,3,2,"HCMC",2,"Sales Worker","Other","Female",1947,"Yes","Yes",2010,"Yes",,"No","Married",0,"Kinh","College",5146,2008,5,"Services",3,"Services",0,,0,,0,,"Don't know","No",,"Service Worker","Private firm","Services",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",5000,"Month",3000,,,"Yes","Higher","Yes","Yes",5000,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","Interview",,,,,,,,,"No","Most important","Second most important",,,"Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",70,10,2003,
9243,2,9,"HCMC",9,"Production Worker","Other","Male",1992,"Yes","No",2010,"No","Rural","No","Not married",0,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",0,,0,,2,60,"No","No",,"Production Worker","Private firm","Services",2,"Not sufficient","Closer to home","Time rate","Cash",6,8,"Month",2000,"Month",1800,,,"Yes","Same","No","Yes",500,"No","No","No","No","No","No","Yes","No","No","No","No","No","I prefer to save up myself","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Second most important","Most important","Third most important",,,"Yes","No","Yes","No","No","Yes","No","Pemanent non-contained house",45,12,2001,2005
9243,1,9,"HCMC",9,"Production Worker","Relative of owner, but not living in the same HH","Male",1992,"Yes","No",2012,"No","Rural","No","Not married",0,"Kinh","High school",,,4,"Agriculture",5,"Agriculture",0,,0,,1,30,"No","Yes","Yes","Production Worker","Private firm","Services",2,"Not sufficient","Better working condition","Time rate","Cash",6,8,"Month",2000,"Month",1800,,,"Yes","Same","No","Yes",500,"No","No","No","No","No","No","Yes","No","No","No","No","No","I prefer to save up myself","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Second most important","Third most important","Most important",,,"Yes","No","Yes","Yes","No","Yes","No","Pemanent non-contained house",50,10,2000,2002
9264,2,2,"HCMC",2,"Production Worker","Other","Male",1982,"Yes","Yes",2011,"Yes",,"Yes","Married",2,"Kinh","High school",,,3,"Manufacturing and Construction",3,"Services",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Services",3,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",4500,"Month",3200,"Month",4500,"No","Higher","Yes","No",,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Second most important","Most important",,,,,,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",50,8,2007,
9264,1,1,"HCMC",1,"Production Worker","Relative of owner, but not living in the same HH","Male",1986,"Yes","Yes",2010,"Yes",,"Yes","Married",1,"Kinh","High school",,,3,"Manufacturing and Construction",3,"Services",0,,0,,0,,"Don't know","No",,"Production Worker","Other","Services",3,"Sufficient","Better use of skills/experience","Time rate","Cash",6,8,"Month",4500,"Month",3100,"Month",4500,"No","Higher","Yes","No",,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","No",,"Friend/acquaintance working in firm","None of the above",,,,,,,,,"No","Second most important","Most important",,,,,,"Yes","Yes","No","Yes","No","Yes","Yes","semi-permanent house",60,10,2005,
9293,2,2,"HCMC",2,"Production Worker","Relative of owner, but not living in the same HH","Male",1990,"Yes","No",2009,"No","Rural","No","Not married",0,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,6,,,"Time rate","Cash",6,6,"Month",4000,"Month",3000,,,"Yes","Higher","Yes","Yes",2000,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Relative working in firm","None of the above",,,,,,,,,"No","Most important","Second most important",,,,,,"Yes","No","Yes","No","No","Yes","No","Permanent self-contained house",30,2,,
9293,1,1,"HCMC",1,"Production Worker","Relative of owner, but not living in the same HH","Male",1987,"Yes","No",2008,"No","Rural","No","Not married",0,"Kinh","Secondary school",,,2,"Agriculture",2,"Agriculture",0,,0,,0,,"Don't know","No",,"Did not work",,,7,,,"Time rate","Cash",6,6,"Month",4000,"Month",3000,,,"Yes","Higher","Yes","Yes",2000,"No","No","No","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Relative working in firm","None of the above",,,,,,,,,"No","Most important","Second most important",,,,,,"Yes","No","Yes","No","No","Yes","No","Permanent self-contained house",30,2,,
9380,1,9,"HCMC",9,"Production Worker","Other","Male",1994,"Yes","No",2014,"No","Rural","No","Not married",0,"Kinh","High school",,,3,"Agriculture",2,"Agriculture",1,7,0,,1,7,"Yes after on-the-job training","No",,"Did not work",,,1,,,"Time rate","Cash",6,8,"Month",3000,"Month",2500,,,"Yes","Higher","Yes","No",,"No","No","No","No","No","No","Yes","No","No","No","No","No","Too expensive","Yes","Yes","Yes","Friend/acquaintance working in firm","Interview",,,,,,,,,"No",,"Most important","Second most important",,"Third most important",,,"Yes","Yes","Yes","No","No","Yes","No","Unsettled house and other",20,2,,
9401,4,4,"Hai Phong",4,"Production Worker","Other","Male",1988,"Yes","Yes",2008,"Yes",,"Yes","Married",1,"Kinh","Vocational secondary",4051,2007,5,"Manufacturing and Construction",5,"Manufacturing and Construction",0,,0,,1,7,"No","No",,"Did not work",,,7,,,"Time rate","Cash",6,8,"Month",4500,"Month",3000,,,"No","Same",,"Yes",5000,"No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","Yes",2011,"Yes",45,"Better and more stable wage","No","No",,"No",,"Most important","Second most important","Third most important",,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,14,2001,2010
9401,2,2,"Hai Phong",2,"Professional Worker","Relative of owner, but not living in the same HH","Female",1986,"Yes","Yes",2009,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,2008,8,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,6,,,"Time rate","Cash",6,8,"Month",5000,"Month",4000,,,"No","Same",,"Yes",5000,"No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Procedures too complicated","No",,,"Owner, who is a relative","None of the above","Yes",2011,"Yes",50,"Better and more stable wage","No","No",,"No",,"Second most important","Most important","Third most important",,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",180,11,2004,2010
9401,1,1,"Hai Phong",1,"Manager","Other","Male",1970,"Yes","Yes",2008,"Yes",,"Yes","Married",2,"Kinh","University and higher",5248,2010,5,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,1,20,0,,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",15,"More than sufficient","Better salary","Time rate","Cash",6,8,"Month",7500,"Month",4500,,,"No","Same",,"Yes",5000,"No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","None of the above","Yes",2011,"Yes",70,"Better and more stable wage","No","No",,"No",,"Most important","Second most important","Third most important",,,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",160,14,2001,2008
9401,3,3,"Hai Phong",3,"Production Worker","Other","Male",1987,"Yes","Yes",2008,"Yes",,"Yes","Married",1,"Kinh","Vocational secondary",4051,2007,5,"Manufacturing and Construction",5,"Manufacturing and Construction",0,,0,,1,7,"No","No",,"Did not work",,,7,,,"Time rate","Cash",6,8,"Month",4500,"Month",3000,,,"No","Same",,"Yes",5000,"No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Procedures too complicated","No",,,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","Yes",2011,"Yes",45,"Better and more stable wage","No","No",,"No",,"Second most important","Most important","Third most important",,,,"Yes","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",60,15,2000,2010
9402,1,1,"Hai Phong",1,"Manager","Other","Male",1965,"Yes","No",2004,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",30,"More than sufficient","Other","Time rate","Cash",7,8,"Month",5500,"Month",3500,"Month",3000,"No","Higher","Yes","Yes",700,"No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Low quality of services","No",,,"Owner, who is a relative","None of the above",,,,,,,,,"No","Third most important",,"Most important",,,,"Second most important","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",95,20,1995,2012
9402,2,1,"Hai Phong",1,"Production Worker","Other","Male",1986,"Yes","No",2014,"Yes",,"Yes","Married",1,"Kinh","Technical level without certificate",,,4,"Agriculture",3,"Agriculture",0,,0,,0,,"Don't know","No",,"Production Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better salary","Time rate","Cash",7,8,"Month",4500,"Month",3000,,,"No","Higher","Yes","Yes",400,"No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Not necessary at moment","No",,,"Owner, who is a friend","None of the above",,,,,,,,,"No","Most important","Third most important","Second most important",,,,,"Yes","Yes","No","No","No","Yes","No","semi-permanent house",65,7,2008,
9403,2,2,"Hai Phong",2,"Production Worker","Other","Male",1988,"Yes","No",2010,"Yes",,"Yes","Not married",0,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",3,"Agriculture",0,,0,,2,6,"No","No",,"Did not work",,,5,,,"Combined","Cash",7,8,"Month",5000,"Month",2500,,,"Yes","Higher","Yes","Yes",500,"No","No","No","No","No","Yes","No","No","No","No","No","No","Too few years to contribute","No","Yes","No","Owner, who is a friend","None of the above","No",,,,,,"No",,"No","Most important",,"Second most important","Third most important",,,,"Yes","Yes","Yes","No","Yes","Yes","No","Pemanent non-contained house",60,10,2005,
9403,1,1,"Hai Phong",1,"Production Worker","Other","Male",1985,"Yes","No",2009,"Yes",,"Yes","Married",2,"Kinh","High school",,,5,"Manufacturing and Construction",3,"Agriculture",0,,0,,1,5,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Closer to home","Combined","Cash",6,8,"Month",4500,"Month",2500,,,"Yes","Higher","Yes","Yes",500,"No","No","No","No","No","Yes","No","No","No","No","No","No","I prefer to save up myself","No","Yes","Yes","Owner, who is a friend","None of the above","No",,,,,,"No",,"Yes","Second most important",,"Most important","Third most important",,,,"Yes","Yes","Yes","No","No","Yes","Yes","Permanent self-contained house",80,20,1995,2012
9404,2,1,"Hai Phong",1,"Office Worker","Other","Male",1979,"Yes","Yes",2004,"Yes",,"Yes","Married",2,"Kinh","College",5122,2000,7,"Manufacturing and Construction",3,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",4000,"Month",2500,,,"No","Same","No","Yes",1500,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","I prefer to save up myself","No",,,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Most important",,,"Second most important","Third most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",90,9,2006,
9404,3,3,"Hai Phong",3,"Production Worker","Other","Male",1981,"Yes","Yes",2005,"Yes",,"Yes","Married",2,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,1,3,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better working condition","Time rate","Cash",6,8,"Month",4500,"Month",2500,,,"No","Same","No","Yes",1000,"No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","I prefer to save up myself","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Most important","Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",100,11,2004,
9404,4,4,"Hai Phong",4,"Production Worker","Other","Male",1983,"Yes","Yes",2006,"Yes",,"Yes","Married",1,"Kinh","Technical level without certificate",,,5,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,1,3,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",2,"Sufficient","Better salary","Time rate","Cash",6,8,"Month",4500,"Month",2500,,,"No","Same","No","Yes",1000,"No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Most important",,"Second most important","Third most important",,,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",110,12,2003,
9404,1,1,"Hai Phong",1,"Professional Worker","Other","Female",1976,"Yes","Yes",2002,"Yes",,"Yes","Married",2,"Kinh","University and higher",5234,1998,7,"Manufacturing and Construction",4,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Office Worker","Private firm","Manufacturing and Construction",3,"Sufficient","Better social benefits","Time rate","Cash",6,8,"Month",5000,"Month",3000,,,"No","Same","No","Yes",1500,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","I prefer to save up myself","No",,,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Second most important",,,"Most important","Third most important",,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",120,13,2002,2010
9405,1,9,"Hai Phong",9,"Production Worker","Other","Male",1982,"Yes","Yes",2012,"No","Rural","Yes","Married",1,"Kinh","High school",,,4,"Agriculture",4,"Agriculture",1,5,0,,3,5,"No","No",,"Production Worker","Private firm","Manufacturing and Construction",1,"Not sufficient","Better working condition","Combined","Cash",6,8,"Day",200,"Day",180,"Day",180,"Yes","Same","No","Yes",1000,"No","Yes","Yes","No","No","No","No","No","No","No","No","No","I prefer to save up myself","No","Yes","Yes","Other","On-the-job test (carried out by experienced worker)","No",,,,,,"No",,"No",,"Most important",,,"Second most important","Third most important",,"Yes","Yes","Yes","No","No","Yes","Yes","semi-permanent house",60,12,2003,2010
9416,2,2,"Hai Phong",2,"Production Worker","Other","Male",1991,"Yes","Yes",2009,"Yes",,"Yes","Married",11,"Other","High school",,,3,"Agriculture",3,"Agriculture",1,3,0,,1,3,"No","No",,"Did not work",,,6,,,"Time rate","Cash",6,8,"Month",4000,"Month",3000,,,"No","Same","No","Yes",1000,"No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Third most important",,"Second most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",100,6,2009,
9416,3,3,"Hai Phong",3,"Production Worker","Other","Male",1990,"Yes","Yes",2010,"Yes",,"Yes","Not married",0,"Kinh","High school",,,3,"Agriculture",3,"Agriculture",1,3,0,,1,2,"No","No",,"Did not work",,,5,,,"Time rate","Cash",6,8,"Month",4000,"Month",3000,,,"No","Same","No","Yes",1000,"No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Not necessary at moment","No","Yes","Yes","Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Third most important",,"Second most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",120,16,1999,2006
9416,1,1,"Hai Phong",1,"Manager","Other","Female",1983,"Yes","Yes",2005,"Yes",,"Yes","Married",1,"Kinh","University and higher",5234,2005,4,"Manufacturing and Construction",3,"Agriculture",1,3,0,,1,2,"No","No",,"Did not work",,,10,,,"Time rate","Cash",6,8,"Month",5000,"Month",3000,,,"No","Same","No","Yes",1000,"No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","I prefer to save up myself","No",,,"Relative working in firm","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,,"Most important","Second most important",,"Third most important",,"Yes","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",80,12,2003,2010
9417,1,1,"Hai Phong",1,"Office Worker","Owner","Female",1987,"Yes","No",2010,"Yes",,"Yes","Married",2,"Kinh","University and higher",5246,2009,4,"Manufacturing and Construction",7,"Manufacturing and Construction",0,,0,,0,,"Don't know","No",,"Did not work",,,5,,,"Time rate","Cash",7,8,"Month",4000,"Month",3000,"Month",3000,"No","Higher","Yes","Yes",500,"No","No","Yes","No","No","No","No","No","No","No","No","No","Not necessary at moment","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)",,,,,,,,,"No",,"Most important","Second most important",,"Third most important",,,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",300,12,1995,2010
