"id","wid_07","eq1_07","eqd2_07","eqd3_07","eqd4_07","eqd5_07","eqd6_07","eqd7_07","eqd8_07","eqd9_07","eqd10_07","eqd11_07","eqe1_07","eqe2_07","eqe3_07","eqe4_07","eqe5_07","eqe7_07","eqe8_07","eqf1a_07","eqf1b_07","eqf1c_07","eqf2_07","eqf3_07","eqg1_07","eqg2a_07","eqg2b_07","eqg3a_07","eqg3b_07","eqg4_07","eqg5_07","eqg6_07","eqg7_07","eqg8a_07","eqg8b_07","eqg8c_07","eqg8d_07","eqg9_07","eqg10_07","eqg11_07","eqh1_07","eqh2_07","eqi1_07","eqi2_07","eqi3_07","eqi4_07","eqi5_07","eqi6_07","eqj1a_07","eqj1b_07","eqj1c_07","eqj1d_07","eqj1e_07","eqj1f_07","eqj1g_07","eqj2_07","eqj3_07","eqj4_07","eqk1a_07","eqk1b_07","eqk1c_07","eqk1d_07","eqk1e_07","eqk2a_07","eqk2b_07","eqk2c_07","eqk2d_07","eqk2e_07","eqk2f_07"
4983,3,"HCMC","Office Worker","Other","Female",1981,"Yes",2006,"Yes","Yes","Urban","Not married","Technical worker/professional secondary",4252,2006,"No","College/University/post-graduate","Technical worker/professional secondary","Manufacturing and Construction","Office Worker","Other","Manufacturing and Construction","Sufficient","Better working condition","Time rate",6,8,"Month",1800,2,"Yes",1800,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)","No",,,,,,,"Second most important","Third most important","Most important",,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
4983,1,"HCMC","Manager","Owner","Female",1959,"Yes",1999,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,1980,"No","College/University/post-graduate","Technical worker/professional secondary","Agriculture","Manager","SOE","Services","Sufficient","Better working condition","Time rate",6,8,"Month",2500,2,"Yes",2500,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)","No",,,,,,,"Second most important","Third most important",,,,"Most important","No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",120,7,,
4983,2,"HCMC","Professional Worker","Other","Female",1961,"Yes",1999,"Yes","Yes","Urban","Married","College/University/post-graduate",5234,1985,"No","College/University/post-graduate","College/University/post-graduate","Services","Professional Worker (Requires Uni Degree)","SOE","Services","Sufficient","Better working condition","Time rate",6,8,"Month",2000,2,"Yes",200,"No","Yes","No","Yes","Yes","No","No",,"Owner, who is a relative","On-the-job test (carried out by experienced worker)","No",,,,,,"Most important",,"Third most important",,,"Second most important",,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",90,10,1991,
4983,6,"HCMC","Production Worker","Other","Male",1959,"Yes",2005,"Yes","Yes","Rural","Married","Technical worker/professional secondary",4252,1980,"No","Technical worker/professional secondary","Technical worker/professional secondary","Manufacturing and Construction","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better working condition","Time rate",6,8,"Month",1800,2,"Yes",1800,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Owner, who is a relative","On-the-job test (carried out by experienced worker)","No",,,,,,,"Second most important","Third most important","Most important",,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",130,8,1991,
4983,5,"HCMC","Service Worker","Other","Female",1952,"Yes",1999,"No","Yes","Rural","Married","Primary school",,,"No","Technical certificate/Elementary worker","High school","Services","Service Worker","Other","Services","Sufficient","Better working condition","Time rate",6,8,"Month",1800,2,"Yes",1800,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Owner, who is a relative","On-the-job test (carried out by experienced worker)","No",,,,,,"Most important","Second most important","Third most important",,,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
4999,2,"HCMC","Professional Worker","Other","Female",1950,"Yes",1977,"Yes","Yes","Rural","Not married","College/University/post-graduate",5234,1961,"Yes","College/University/post-graduate","High school","Services","Professional Worker (Requires Uni Degree)","Other","Manufacturing and Construction","Not sufficient","Better use of skills/experience","Percent of Sales",6,8,"Month",1200,2,"Yes",800,"No","Yes","No","Yes","Yes","No","No",,"Relative working in firm","Several of the above","Yes",1987,"Yes",144,"Secures that employer pays social benifits","No",,,,,,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
4999,3,"HCMC","Office Worker","Other","Female",1959,"Yes",1977,"Yes","Yes","Urban","Married","Secondary school",,,"No","College/University/post-graduate","College/University/post-graduate","Services","Production Worker","Other","Manufacturing and Construction","Not sufficient","Closer to home","Percent of Sales",6,8,"Month",1000,2,"Yes",800,"No","Yes","No","Yes","Yes","No","No",,"Friend/acquaintance working in firm","Several of the above","Yes",1987,"Yes",144,"Secures that employer pays social benifits","No",,,,,,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
4999,6,"HCMC","Production Worker","Other","Male",1961,"Yes",1977,"Yes","Yes","Urban","Not married","Secondary school",,,"Yes","College/University/post-graduate","Secondary school","Services","Production Worker","Other","Manufacturing and Construction","More than sufficient","Better for health","Combined",6,8,"Month",1100,1,"Yes",800,"No","No","No","Yes","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","Several of the above","Yes",1987,"Yes",144,"Secures that employer pays social benifits","Yes","Most important","Second most important",,,,,,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","No",,,,,
4999,4,"HCMC","Sales Worker","Other","Male",1974,"Yes",1990,"Yes","Yes","Rural","Not married","High school",,,"Yes","College/University/post-graduate","Secondary school","Services","Production Worker","Other","Manufacturing and Construction","More than sufficient","Better working condition","Percent of Sales",6,8,"Month",1100,2,"Yes",800,"No","Yes","No","Yes","Yes","No","No",,"Friend/acquaintance working in firm","Several of the above","Yes",1992,"Yes",144,"Secures that employer pays social benifits","No",,,,,,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
4999,1,"HCMC","Manager","Other","Female",1965,"Yes",1982,"Yes","Yes","Urban","Married","Secondary school",,,"Yes","High school","Secondary school","Services","Production Worker","Other","Manufacturing and Construction","Sufficient","Better salary","Percent of Sales",6,8,"Month",1200,2,"Yes",800,"No","Yes","No","Yes","Yes","No","No",,"Through door to door visits","Several of the above","Yes",1987,"Yes",144,"Secures that employer pays social benifits","No",,,,,,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",170,7,2000,
5004,2,"HCMC","Professional Worker","Other","Male",1980,"Yes",2004,"No","No","Rural","Not married","Technical worker/professional secondary",4034,2003,"Yes","Secondary school","Secondary school","Services","Did not work",,,,,"Time rate",5,8,"Month",2000,1,"Yes",2000,"No","Yes","No","Yes","Yes","Yes","No",,"Other","Interview","Yes",2004,"Yes",10,"Secures that employer pays social benifits","No","Most important",,"Second most important",,"Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5004,1,"HCMC","Manager","Other","Female",1975,"Yes",2000,"Yes","Yes","Rural","Married","College/University/post-graduate",5234,1998,"Yes","Secondary school","Secondary school","Services","Did not work",,,,,"Time rate",5,8,"Month",3300,1,"Yes",3300,"No","Yes","Yes","Yes","Yes","Yes","No",,"Friend/acquaintance working in firm","Interview","Yes",2000,"Yes",10,"Secures that employer pays social benifits","No","Most important",,"Second most important",,"Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5004,3,"HCMC","Office Worker","Other","Female",1982,"Yes",2006,"No","No","Rural","Not married","Technical worker without certificate",2234,2005,"No","Secondary school","Secondary school","Services","Did not work",,,,,"Time rate",5,8,"Month",1600,1,"Yes",1600,"No","Yes","No","Yes","Yes","Yes","No",,"Other","Interview","Yes",2006,"Yes",10,"Secures that employer pays social benifits","No","Most important",,"Second most important",,"Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5004,5,"HCMC","Service Worker","Other","Female",1958,"Yes",2003,"Yes","Yes","Urban","Married","Secondary school",,,"No","Primary school","Primary school","Services","Service Worker","Other","Services","More than sufficient","Better use of skills/experience","Time rate",5,8,"Month",900,1,"Yes",900,"No","Yes","No","Yes","Yes","Yes","No",,"Other","None of the above","Yes",2003,"Yes",10,"Secures that employer pays social benifits","No","Most important",,"Second most important",,"Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",60,40,,
5004,4,"HCMC","Sales Worker","Other","Male",1969,"Yes",2001,"Yes","Yes","Urban","Married","Technical certificate/Elementary worker",,,"Yes","Technical certificate/Elementary worker","Secondary school","Manufacturing and Construction","Sales Worker","Other","Services","Not sufficient","Better for health","Time rate",5,8,"Month",1400,1,"Yes",1400,"No","Yes","No","Yes","Yes","Yes","No",,"Other","None of the above","Yes",2002,"Yes",10,"Secures that employer pays social benifits","No","Most important",,"Second most important",,"Third most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",100,32,,2004
5014,6,"HCMC","Production Worker","Other","Female",1986,"Yes",2006,"Yes","Yes","Urban","Not married","High school",,,"No","High school","Secondary school","Manufacturing and Construction","Did not work",,,,,"Time rate",7,8,"Month",1500,1,"Yes",12000,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,,,"Third most important",,,"Second most important","Most important","No","Yes","Don't know","No","No","Yes","No","No","No",,,,,
5036,3,"HCMC","Office Worker","Member of Owners HH","Female",1952,"No",1985,"Yes","Yes","Rural","Married","Technical worker without certificate",2234,1987,"No","None","None","Services","Service Worker","Other","Services","Sufficient","Better use of skills/experience","Piece rate",,,,,2,"No",,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,,,,"Yes","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",520,30,1989,1991
5036,6,"HCMC","Production Worker","Other","Male",1983,"Yes",1994,"No","No","Rural","Not married","Primary school",,,"No","None","None","Services","Did not work",,,,,"Time rate",6,8,"Month",800,2,"Yes",1600,"No","No","No","Yes","No","No","Yes","No","Relative working in firm","None of the above",,,,,,,,,,,,,,"Yes","No","Don't know","No","Yes","No","No","No","No",,,,,
5043,3,"HCMC","Office Worker","Other","Male",1969,"Yes",2003,"Yes","Yes","Rural","Married","Technical worker/professional secondary",2251,1991,"No","Technical certificate/Elementary worker","Secondary school","Services","Manager","Private firm","Manufacturing and Construction","More than sufficient","Better social benefits","Time rate",6,8,"Month",1900,2,"Yes",2000,"No","No","No","No","Yes","No","No",,"Relative working in firm","On-the-job test (carried out by experienced worker)","Yes",2001,"No",,"Better and more stable wage","No",,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5043,6,"HCMC","Production Worker","Other","Female",1988,"Yes",2007,"No","No","Rural","Not married","Secondary school",,,"No","Secondary school","Primary school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",850,4,,,"No","No","No","No","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,,"Most important",,,"Second most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5045,6,"HCMC","Production Worker","Other","Male",1989,"Yes",2006,"No","No","Rural","Not married","None",,,"No","None","None","Agriculture","Did not work",,,,,"Time rate",7,9,"Month",650,2,"Yes",500,"No","No","No","No","No","No","No",,"Friend/acquaintance working in firm","None of the above","No",,,,,,,"Most important",,,"Second most important",,,"No","No","Don't know","Yes","Yes","No","No","No","No",,,,,
5046,5,"HCMC","Service Worker","Other","Female",1988,"Yes",2007,"Yes","Yes","Urban","Not married","Secondary school",,,"No","Primary school","Primary school","Services","Service Worker","Other","Manufacturing and Construction","More than sufficient","Better use of skills/experience","Time rate",6,8,"Month",1200,4,,,"No","No","No","No","No","No","No",,"Through employment agency","Interview",,,,,,,,,,,,,,"Yes","No","Nothing","Yes","Yes","Yes","Yes","Yes","No",,,,,
5046,6,"HCMC","Production Worker","Other","Male",1984,"Yes",2005,"No","No","Rural","Not married","Technical worker/professional secondary",4048,2002,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Manufacturing and Construction","Sufficient","Better social benefits","Time rate",6,8,"Month",1300,2,"Yes",200,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Through door to door visits","Interview",,,,,,,,,,,,,,"Yes","No","Don't know","No","Yes","No","Yes","Yes","No",,,,,
5046,3,"HCMC","Office Worker","Other","Female",1984,"Yes",2007,"No","Yes","Rural","Not married","Technical worker without certificate",2252,2006,"No","Primary school","High school","Services","Office Worker","Other","Manufacturing and Construction","Sufficient","Better use of skills/experience","Time rate",6,8,"Month",1800,4,,,"No","No","No","No","No","No","No",,"Job advertisement","Interview",,,,,,,,,,,,,,"Yes","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5046,1,"HCMC","Manager","Other","Female",1985,"Yes",2007,"No","No","Rural","Not married","College/University/post-graduate",5238,2005,"No","Primary school","High school","Agriculture","Manager","Other","Manufacturing and Construction","Sufficient","Better for health","Time rate",6,8,"Month",2000,4,,,"No","No","No","No","No","No","No",,"Job advertisement","None of the above",,,,,,,,,,,,,,"Yes","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5046,4,"HCMC","Sales Worker","Other","Male",1980,"Yes",2006,"No","Yes","Rural","Not married","Technical worker/professional secondary",4281,2004,"No","Primary school","Primary school","Services","Sales Worker","Other","Manufacturing and Construction","Sufficient","Better use of skills/experience","Time rate",6,8,"Month",2000,1,"Yes",500,"No","Yes","No","Yes","Yes","No","No",,"Job advertisement","Interview",,,,,,,,,,,,,,"Yes","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","No",,,,,
5058,4,"HCMC","Sales Worker","Member of Owners HH","Female",1983,"Yes",2005,"Yes","Yes","Urban","Not married","Secondary school",,,"No","Primary school","Primary school",,"Did not work",,,,,"Time rate",7,8,,,4,,,"No","No","No","No","No","No","No",,"Relative working in firm","None of the above",,,,,,,"Third most important",,"Second most important","Most important",,,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",225,26,1952,1986
5058,6,"HCMC","Production Worker","Other","Male",1968,"Yes",2005,"Yes","Yes","Urban","Married","Primary school",,,"No","Primary school","Primary school",,"Did not work",,,,,"Time rate",7,8,"Month",1500,2,"Yes",1500,"No","No","No","Yes","No","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Most important",,"Second most important","Third most important",,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5058,1,"HCMC","Manager","Member of Owners HH","Male",1967,"Yes",1986,"Yes","Yes","Urban","Married","Secondary school",,,"No","None","None",,"Did not work",,,,,"Time rate",7,8,,,4,,,"No","No","No","No","No","Yes","No",,"Relative working in firm","None of the above",,,,,,,"Third most important","Most important",,,"Second most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",225,26,1952,1986
5058,5,"HCMC","Service Worker","Other","Female",1987,"Yes",2005,"No","No","Rural","Not married","Primary school",,,"No","None","Primary school",,"Did not work",,,,,"Time rate",7,8,"Month",1000,2,"Yes",1000,"No","No","No","Yes","No","No","Yes","Yes","Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Most important",,"Third most important","Second most important",,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5065,3,"HCMC","Office Worker","Other","Female",1956,"No",2000,"Yes","Yes","Urban","Married","Technical worker without certificate",2234,1983,"No","Secondary school","Primary school",,"Office Worker","SOE","Services","Sufficient","Better social benefits","Other/Not paid",2,3,"Month",200,2,"Yes",100,"No","No","No","No","No","No","No",,"Through door to door visits","None of the above","No",,,,,,"Most important","Third most important",,,,"Second most important",,"Yes","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5067,6,"HCMC","Production Worker","Member of Owners HH","Female",1969,"Yes",2004,"Yes","Yes","Rural","Not married","High school",,,"No","Primary school","Primary school","Agriculture","Production Worker","Other","Services","Sufficient","Better use of skills/experience","Other/Not paid",,,,,2,"No",,"No","No","No","No","No","No","No",,"Owner, who is a relative","None of the above",,,,,,,"Most important",,"Second most important","Third most important",,,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
5078,2,"HCMC","Professional Worker","Member of Owners HH","Male",1980,"Yes",2004,"No","Yes","Rural","Married","College/University/post-graduate",5285,2004,"Yes","Secondary school","High school","Services","Professional Worker (Requires Uni Degree)","FDI firm","Services","Sufficient","Better for health","Time rate",6,4,"Month",1800,2,"Yes",3600,"No","No","No","Yes","Yes","Yes","No",,"Owner, who is a friend","None of the above",,,,,,,,,"Most important","Second most important","Third most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",76,6,2000,
5078,6,"HCMC","Production Worker","Other","Male",1953,"Yes",1999,"Yes","Yes","Urban","Married","Secondary school",,,"Yes","None","None","Agriculture","Production Worker","Private firm","Manufacturing and Construction","More than sufficient","Better use of skills/experience","Piece rate",6,8,"Month",2000,2,"Yes",2000,"No","No","No","Yes","Yes","Yes","Yes","Yes","Owner, who is a friend","None of the above",,,,,,,,,"Third most important","Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","Yes","semi-permanent house",36,16,1990,2006
5079,1,"HCMC","Manager","Other","Male",1968,"Yes",2003,"Yes","Yes","Urban","Married","Technical worker without certificate",3252,1992,"No","None","Primary school","Services","Service Worker","Other","Manufacturing and Construction","Sufficient","Better working condition","Percent of Sales",6,8,"Month",1400,1,"Yes",2200,"No","No","No","No","No","Yes","No",,"Other","On-the-job test (carried out by experienced worker)",,,,,,,"Second most important",,"Third most important",,"Most important",,,"No","No","Laid off","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",48,39,1954,1999
5079,6,"HCMC","Production Worker","Other","Male",1984,"Yes",2004,"No","No","Rural","Not married","Secondary school",,,"Yes","Secondary school","Secondary school","Agriculture","Production Worker","Private firm","Agriculture","Sufficient","Closer to home","Combined",6,8,"Month",1100,1,"Yes",1100,"No","No","No","No","No","Yes","No",,"Relative working in firm","Interview",,,,,,,"Second most important",,"Third most important",,"Most important",,,"No","No","Don't know","No","No","No","No","No","No",,,,,
5089,6,"HCMC","Production Worker","Member of Owners HH","Male",1979,"Yes",2004,"No","No","Rural","Not married","Secondary school",,,"No","Primary school","None",,"Production Worker","Other","Manufacturing and Construction","More than sufficient","Better for health","Other/Not paid",6,8,,,3,,,"No","No","No","No","No","Yes","Yes","Yes","Other","None of the above",,,,,,,"Most important",,"Second most important",,"Third most important",,,"No","No","Laid off","Yes","Yes","Yes","No","Yes","Yes","Pemanent non-contained house",72,28,1997,2000
5089,2,"HCMC","Professional Worker","Member of Owners HH","Female",1962,"Yes",2000,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","None",,"Professional Worker (Requires Uni Degree)","Other","Manufacturing and Construction","More than sufficient","Better for health","Other/Not paid",6,8,,,4,,,"No","No","No","No","No","No","No",,"Other","None of the above",,,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Pemanent non-contained house",72,30,1997,2000
5090,6,"HCMC","Production Worker","Other","Male",1980,"Yes",2005,"Yes","Yes","Rural","Not married","Technical certificate/Elementary worker",,,"No","Secondary school","Secondary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better social benefits","Time rate",6,6,"Month",1200,2,"Yes",1000,"No","No","No","No","No","No","No",,"Friend/acquaintance working in firm","On-the-job test (carried out by experienced worker)","No",,,,,,,,,,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5095,3,"HCMC","Office Worker","Other","Female",1976,"Yes",2005,"No","No","Rural","Married","Technical worker/professional secondary",4231,1999,"No","College/University/post-graduate","Technical worker/professional secondary","Services","Did not work",,,,,"Time rate",6,8,"Month",2300,1,"Yes",1000,"No","No","No","No","Yes","No","No",,"Owner, who is a relative","Interview","No",,,,,,,,"Most important",,"Second most important",,,"Yes","No","Laid off","Yes","Yes","Yes","Yes","Yes","No",,,,,
5095,1,"HCMC","Manager","Other","Female",1985,"Yes",2007,"Yes","Yes","Rural","Not married","College/University/post-graduate",5034,2005,"No","Secondary school","Secondary school","Agriculture","Professional Worker (Requires Uni Degree)","Private firm","Manufacturing and Construction","Sufficient","Better working condition","Time rate",6,8,"Month",2400,4,,,"No","No","No","No","Yes","No","No",,"Friend/acquaintance working in firm","Interview","No",,,,,,,,"Most important",,"Second most important",,,"Yes","No","Laid off","No","No","Yes","No","Yes","No",,,,,
5095,5,"HCMC","Service Worker","Other","Male",1975,"Yes",2007,"Yes","Yes","Urban","Not married","Secondary school",,,"No","Secondary school","Primary school","Services","Did not work",,,,,"Time rate",6,8,"Month",1200,4,,,"No","No","No","No","No","No","No",,"Other","Interview","No",,,,,,,,"Most important",,"Second most important",,,"Yes","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5095,6,"HCMC","Production Worker","Other","Female",1984,"Yes",2002,"No","No","Rural","Not married","Primary school",,,"No","Primary school","Primary school","Agriculture","Did not work",,,,,"Piece rate",6,8,"Month",2000,1,"Yes",800,"No","No","No","No","No","No","No",,"Other","Interview","No",,,,,,"Most important",,"Second most important",,"Third most important",,,"Yes","No","Don't know","No","No","No","No","No","No",,,,,
5097,6,"HCMC","Production Worker","Other","Male",1984,"Yes",2005,"Yes","Yes","Urban","Not married","High school",,,"No","Secondary school","Primary school","Services","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",7,8,"Month",1000,1,"Yes",200,"No","No","No","No","No","Yes","Yes","Yes","Through door to door visits","Interview",,,,,,,"Second most important",,"Most important",,,,,"No","No","Nothing","Yes","Yes","Yes","No","Yes","No",,,,,
5100,3,"Ha Noi","Office Worker","Other","Female",1982,"Yes",2005,"No","No","Rural","Not married","Technical worker/professional secondary",4234,2004,"No","Secondary school","Secondary school","Agriculture","Office Worker","Private firm","Manufacturing and Construction","More than sufficient","Better for health","Time rate",6,8,"Month",1800,1,"Yes",1500,"No","Yes","No","Yes","Yes","Yes","No",,"Through employment agency","Interview",,,,,,,"Third most important",,,"Second most important","Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5100,6,"Ha Noi","Production Worker","Other","Male",1985,"Yes",2006,"No","No","Rural","Not married","Technical worker/professional secondary",4252,2005,"No","Technical certificate/Elementary worker","Technical certificate/Elementary worker","Manufacturing and Construction","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",6,8,"Month",1400,1,"Yes",1000,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Through door to door visits","Several of the above",,,,,,,"Third most important","Most important","Second most important",,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5100,1,"Ha Noi","Manager","Member of Owners HH","Male",1971,"Yes",1993,"No","Yes","Urban","Not married","College/University/post-graduate",5121,1993,"No","High school","Secondary school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",3500,1,"Yes",5000,"No","Yes","No","Yes","Yes","Yes","No",,"Owner, who is a relative","None of the above",,,,,,,"Third most important",,"Second most important",,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","No",,,,,
5100,4,"Ha Noi","Sales Worker","Other","Male",1984,"Yes",2005,"No","No","Rural","Not married","Technical worker/professional secondary",4252,2004,"No","Technical certificate/Elementary worker","High school","Agriculture","Sales Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",6,8,"Month",1500,1,"Yes",1100,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Through door to door visits","Several of the above",,,,,,,"Third most important","Most important","Second most important",,,,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5102,6,"Ha Noi","Production Worker","Other","Female",1970,"Yes",1989,"No","No","Rural","Not married","High school",,,"Yes","Primary school","Secondary school","Agriculture","Production Worker","Private firm","Manufacturing and Construction","Sufficient","Better salary","Time rate",6,10,"Month",1300,1,"Yes",1000,"No","Yes","No","Yes","No","No","No",,"Through door to door visits","On-the-job test (carried out by experienced worker)",,,,,,,"Third most important",,"Second most important",,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5102,4,"Ha Noi","Sales Worker","Other","Male",1969,"Yes",2004,"Yes","Yes","Urban","Married","High school",,,"No","Primary school","None","Manufacturing and Construction","Did not work",,,,,"Time rate",6,10,"Month",2000,1,"Yes",1000,"No","Yes","No","Yes","No","No","No",,"Other","None of the above",,,,,,,"Third most important",,"Second most important",,"Most important",,,"No","No","Help related to medicine","Yes","Yes","Yes","No","Yes","Yes","Permanent self-contained house",250,4,2002,2006
5106,6,"Ha Noi","Production Worker","Other","Female",1970,"Yes",2005,"Yes","Yes","Urban","Married","High school",,,"No","Secondary school","Secondary school","Services","Production Worker","SOE","Manufacturing and Construction","Sufficient","Better social benefits","Piece rate",6,8,"Month",1000,2,"Yes",200,"No","No","No","No","No","No","No",,"Owner, who is a friend","On-the-job test (carried out by experienced worker)",,,,,,,,"Most important","Second most important","Third most important",,,,"No","No","Don't know","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",50,27,1980,2000
5107,6,"Ha Noi","Production Worker","Other","Female",1977,"Yes",2007,"Yes","Yes","Urban","Married","High school",,,"Yes","Secondary school","Secondary school","Manufacturing and Construction","Professional Worker (Requires Uni Degree)","Private firm","Services","Sufficient","Better social benefits","Piece rate",7,8,"Month",1000,2,"Yes",200,"No","No","No","No","No","Yes","Yes","Yes","Owner, who is a friend","On-the-job test (carried out by experienced worker)",,,,,,,,"Most important","Second most important","Third most important",,,,"No","No","Don't know","Yes","Yes","No","No","No","No",,,,,
5108,6,"Ha Noi","Production Worker","Other","Male",1980,"Yes",2000,"No","Yes","Rural","Not married","High school",,,"Yes","Primary school","None","Agriculture","Did not work",,,,,"Time rate",6.5,10,"Month",1500,2,"Yes",1000,"No","Yes","No","No","Yes","No","No",,"Relative working in firm","Interview",,,,,,,,,"Most important","Second most important","Third most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5113,6,"Ha Noi","Production Worker","Other","Female",1975,"Yes",2001,"No","No","Rural","Not married","High school",,,"Yes","High school","Secondary school","Agriculture","Did not work",,,,,"Time rate",6,8,"Month",1000,1,"Yes",600,"No","No","No","No","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","Several of the above","Yes",2004,"Yes",30,"More safety at workplace","No","Second most important",,,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5113,4,"Ha Noi","Sales Worker","Other","Male",1975,"Yes",2001,"No","No","Rural","Married","College/University/post-graduate",5234,1998,"Yes","Secondary school","Secondary school","Agriculture","Did not work",,,,,"Percent of Sales",6,8,"Month",2100,1,"Yes",700,"Yes","No","No","No","Yes","Yes","Yes","Yes","Friend/acquaintance working in firm","Several of the above","Yes",2004,"Yes",30,"More safety at workplace","No","Second most important",,,,"Most important",,,"No","No","Don't know","Yes","Yes","Yes","No","Yes","No",,,,,
5113,1,"Ha Noi","Manager","Other","Male",1953,"Yes",2001,"Yes","Yes","Rural","Married","College/University/post-graduate",5251,1987,"No","Primary school","None","Agriculture","Professional Worker (Requires Uni Degree)","Government","Services","Sufficient","Better salary","Time rate",6,8,"Month",1660,1,"Yes",700,"No","No","No","No","Yes","No","No",,"Through door to door visits","Several of the above","Yes",2004,"Yes",30,"More safety at workplace","No","Second most important",,,,"Most important",,,"No","No","Nothing","Yes","Yes","Yes","Yes","Yes","Yes","Permanent self-contained house",150,9,1998,
