id,wid_11,wid09,eq2_11,eqd2_11,eqd3_11,eqd4_11,eqd5_11,eqd6_11,eqd7_11,eqd8_11,eqd9_11,eqd10_11,eqd11_11,eqd12_11,eqe1_11,eqe2_11,eqe3_11,eqe4_11,eqe5_11,eqe6_11,eqe7_11,eqe8_11,eqf1a_11,eqf1b_11,eqf1c_11,eqf2_11,eqf3_11,eqf4_11,eqg1a_11,eqg1b_11,eqg2a_11,eqg2b_11,eqg3a_11,eqg3b_11,eqg4_11,eqg5a_11,eqg5b_11,eqg6_11,eqg7_11,eqg8_11,eqg9a_11,eqg9b_11,eqg9c_11,eqg9d_11,eqg9e_11,eqg9f_11,eqg9g_11,eqg9h_11,eqg9i_11,eqg10a_11,eqg10b_11,eqg11_11,eqg12_11,eqg13_11,eqg14_11,eqh1_11,eqh2_11,eqi1_11,eqi2_11,eqi3_11,eqi4_11,eqi5_11,eqi6_11,eqi7_11,eqi8_11,eqj1a_11,eqj1ba_11,eqj1bb_11,eqj1bc_11,eqj1bd_11,eqj1be_11,eqj1bf_11,eqj1bg_11,eqj2_11,eqj3_11,eqj4_11,eqk1a_11,eqk1b_11,eqk1c_11,eqk1d_11,eqk1e_11,eqk2a_11,eqk2b_11,eqk2c_11,eqk2d_11,eqk2e_11,eqk2f_11
8012,2,9,Lam Dong,Sales Worker,Other,Female,1984,Yes,Yes,2011,Yes,,Yes,Married,High school,,,Yes,High school,Services,High school,,Service Worker,Private firm,Services,7,Sufficient,Closer to home,Time rate,Cash,7,8,Month,2000,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,120,31,1980,2003
8021,1,9,Lam Dong,Production Worker,"Relative of owner, but not living in the same HH",Male,1993,Yes,No,2008,No,Urban,No,Not married,Secondary school,,,Yes,None,Agriculture,None,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Not sufficient,Other,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,Yes,500,No,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,80,3,1997,
8021,2,9,Lam Dong,Production Worker,Other,Male,1991,Yes,No,2009,Yes,,Yes,Not married,Secondary school,,,Yes,Primary school,Agriculture,None,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Not sufficient,Better salary,Time rate,Cash,6,8,Month,1200,No,Higher,Yes,Yes,500,No,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,No,Yes,Yes,No,No,Yes,Villa,60,20,1991,
8026,2,9,Lam Dong,Production Worker,Other,Female,1980,Yes,Yes,2009,Yes,,No,Married,High school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,9,Sufficient,Better working condition,Time rate,Cash,7,8,Month,1700,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Other,Yes,No,,Relative working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,5,2006,
8026,1,9,Lam Dong,Manager,Other,Female,1956,Yes,Yes,2000,Yes,,Yes,Married,Secondary school,,,Yes,Primary school,Agriculture,None,Agriculture,Production Worker,Private firm,Services,20,Sufficient,Better working condition,Time rate,Cash,7,8,Month,3000,Yes,Higher,Yes,Yes,3000,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Other,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,107,20,1991,
8026,3,9,Lam Dong,Production Worker,Other,Male,1989,Yes,Yes,2009,No,Rural,No,Not married,Secondary school,,,Yes,Primary school,Agriculture,Secondary school,Agriculture,Office Worker,SOE,Manufacturing and Construction,2,Sufficient,Better salary,Time rate,Cash,7,8,Month,1700,Yes,Higher,Yes,Yes,1500,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Other,Yes,No,,Relative working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,No,No,Yes,No,Yes,No,Unsettled house and other,150,1,,
8031,3,9,Quang Nam,Production Worker,Other,Female,1988,Yes,Yes,2009,Yes,,Yes,Married,High school,,,No,Secondary school,Agriculture,None,Agriculture,Did not work,,,,,,Piece rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,,,,Most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,3,2008,
8031,1,9,Quang Nam,Office Worker,Other,Male,1985,Yes,Yes,2009,Yes,,Yes,Married,College/University/post-graduate,5052,2007,No,High school,Manufacturing and Construction,Secondary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,3500,Yes,Higher,Yes,Yes,2000,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,Interview,No,,,,,,,,Yes,,,,Most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,13,1998,2007
8031,2,9,Quang Nam,Production Worker,Other,Female,1987,No,Yes,2009,Yes,,Yes,Married,High school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Piece rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Procedures too complicated,Yes,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,,,,Most important,Second most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,14,1997,2009
8043,2,9,Quang Nam,Production Worker,Other,Male,1988,Yes,No,2009,Yes,,Yes,Not married,High school,,,No,High school,Manufacturing and Construction,Secondary school,Services,Did not work,,,,,,Time rate,Cash,5,6,Month,2800,No,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,140,40,1971,2005
8043,1,9,Quang Nam,Manager,Member of Owners HH,Female,1970,Yes,No,2000,Yes,,Yes,Married,High school,,,No,High school,Manufacturing and Construction,High school,Agriculture,Did not work,,,,,,,,5,5,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,180,50,1961,2010
8043,3,9,Quang Nam,Production Worker,Other,Male,1987,Yes,No,2009,Yes,,Yes,Not married,High school,,,No,High school,Services,Secondary school,Services,Did not work,,,,,,Time rate,Cash,5,6,Month,2800,No,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,150,36,1975,2009
8054,1,9,Quang Nam,Production Worker,Other,Female,1978,Yes,No,2010,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Services,11,Sufficient,Other,Time rate,Cash,6,8,Month,3000,,Higher,Yes,No,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,,Second most important,,,,Most important,,No,No,Laid off,Yes,Yes,Yes,No,No,Yes,semi-permanent house,50,10,2001,
8072,1,9,Long An,Service Worker,"Relative of owner, but not living in the same HH",Female,1987,Yes,Yes,2009,Yes,,Yes,Married,Technical worker/professional secondary,4248,2007,No,High school,Services,Secondary school,Services,Service Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better social benefits,Time rate,Combined,5,8,Month,2500,Yes,Higher,Yes,Yes,1000,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,5,2006,
8072,2,9,Long An,Production Worker,Other,Male,1985,Yes,Yes,2008,Yes,,Yes,Married,High school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,FDI firm,Manufacturing and Construction,2,Sufficient,Closer to home,Combined,Cash,6,8,Month,2500,Yes,Higher,Yes,Yes,500,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,,Third most important,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,6,2005,
8072,3,9,Long An,Production Worker,Other,Male,1988,Yes,Yes,2009,Yes,,Yes,Not married,High school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Closer to home,Combined,Cash,6,8,Month,2500,Yes,Higher,Yes,Yes,500,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,Third most important,,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,180,3,2008,
8074,2,9,Long An,Production Worker,Other,Male,1982,Yes,Yes,2009,Yes,,Yes,Married,Technical certificate/Elementary worker,4052,2005,No,Primary school,Services,None,Services,Production Worker,Other,Manufacturing and Construction,4,More than sufficient,Better social benefits,Piece rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Procedures too complicated,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,,Third most important,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,2,2009,
8074,1,9,Long An,Office Worker,Other,Female,1985,Yes,Yes,2010,Yes,,Yes,Married,College/University/post-graduate,5034,2007,No,High school,Services,Secondary school,Services,Office Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Combined,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,,,,Most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,4,2007,
8074,3,9,Long An,Sales Worker,Other,Male,1987,Yes,Yes,2010,Yes,,Yes,Not married,College/University/post-graduate,5034,2008,No,High school,Agriculture,Secondary school,Agriculture,Sales Worker,FDI firm,Manufacturing and Construction,1,Sufficient,Closer to home,Combined,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,,Third most important,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,5,2006,
8075,3,9,Long An,Production Worker,Other,Male,1978,Yes,No,2000,Yes,,Yes,Married,High school,,,No,High school,Manufacturing and Construction,Primary school,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,4,Sufficient,Better salary,Time rate,Cash,7,8,Month,2200,Yes,Higher,Yes,Yes,1500,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,90,6,2005,
8075,2,9,Long An,Production Worker,Other,Male,1975,Yes,No,2002,Yes,,Yes,Married,Secondary school,,,No,High school,Manufacturing and Construction,Primary school,Services,Production Worker,Private firm,Manufacturing and Construction,11,Sufficient,Other,Time rate,Cash,7,8,Month,2200,Yes,Higher,Yes,Yes,1500,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,70,11,2000,
8075,1,9,Long An,Manager,Member of Owners HH,Female,1981,Yes,No,2001,Yes,,Yes,Married,High school,,,No,Primary school,Agriculture,None,Agriculture,Did not work,,,,,,,,7,8,,,,,,,,,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,7,2004,2007
8080,2,9,Long An,Production Worker,Other,Female,1988,Yes,Yes,2008,Yes,,Yes,Not married,Technical worker/professional secondary,4234,2008,Yes,Technical certificate/Elementary worker,Manufacturing and Construction,High school,,Did not work,,,,,,Time rate,Cash,6,8,Month,1820,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,Most important,,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,80,23,,
8080,1,9,Long An,Production Worker,Other,Male,1982,Yes,Yes,2008,Yes,,Yes,Married,Technical worker without certificate,2252,2001,Yes,Secondary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better salary,Time rate,Cash,6,8,Month,1820,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,No,Most important,,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,64,10,,
8087,2,9,Long An,Production Worker,Other,Male,1980,Yes,No,2009,Yes,,Yes,Married,High school,,,Yes,High school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Yes,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a friend",None of the above,No,,,,,,,,No,,Second most important,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,80,10,2001,
8087,1,9,Long An,Production Worker,Other,Male,1978,Yes,No,2009,Yes,,Yes,Married,High school,,,Yes,Technical certificate/Elementary worker,Manufacturing and Construction,Secondary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,6,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Yes,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a friend",None of the above,No,,,,,,,,No,,Second most important,Most important,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,semi-permanent house,100,8,2003,
8090,1,1,Long An,Manager,Member of Owners HH,Male,1953,Yes,No,1993,Yes,,Yes,Married,High school,,,No,Primary school,Agriculture,Primary school,Agriculture,Manager,Private firm,Agriculture,,More than sufficient,Closer to home,,,6,8,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,,No,No,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Second most important,,,,Most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,3,2008,
8090,2,9,Long An,Production Worker,"Relative of owner, but not living in the same HH",Male,1989,Yes,No,2010,Yes,,Yes,Not married,High school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,No,Higher,Yes,Yes,500,No,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Second most important,,,,Most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,150,2,2009,
8101,1,9,Ha Tay,Production Worker,Other,Female,1962,Yes,No,1999,Yes,,Yes,Married,High school,,,Yes,High school,Agriculture,High school,Services,Production Worker,FDI firm,Manufacturing and Construction,13,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,1200,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,semi-permanent house,200,23,,2004
8101,2,9,Ha Tay,Production Worker,Other,Male,1976,Yes,No,2005,Yes,,Yes,Married,High school,,,Yes,High school,Agriculture,High school,Services,Production Worker,FDI firm,Manufacturing and Construction,11,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,1500,No,Same,Yes,No,,,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Relative working in firm,None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,150,13,1998,
8113,1,9,Ha Tay,Professional Worker,Other,Male,1972,Yes,Yes,2001,Yes,,Yes,Married,College/University/post-graduate,5046,1995,Yes,High school,Manufacturing and Construction,High school,Services,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,6,Sufficient,Better salary,Time rate,Cash,6,8,Month,3900,Yes,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Through employment agency,None of the above,No,,,,,,,,No,Most important,,,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,250,10,2001,
8113,3,9,Ha Tay,Production Worker,Other,Female,1986,Yes,No,2006,Yes,,Yes,Not married,High school,,,Yes,Secondary school,Services,Secondary school,Services,Did not work,,,,,,Combined,Cash,6,8,Month,4000,Yes,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,No,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Most important,,,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,300,25,,2009
8113,2,9,Ha Tay,Production Worker,Other,Female,1981,Yes,No,2005,Yes,,Yes,Married,Technical worker without certificate,2262,1998,Yes,Secondary school,Services,Secondary school,Services,Production Worker,Private firm,Manufacturing and Construction,0,Sufficient,Closer to home,Combined,Cash,6,8,Month,4000,Yes,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,No,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Most important,,,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,380,19,1992,
8114,2,9,Ha Tay,Professional Worker,Other,Female,1979,Yes,No,2005,Yes,,Yes,Married,College/University/post-graduate,5046,2001,Yes,None,Manufacturing and Construction,Secondary school,Agriculture,Professional Worker (Requires Uni Degree),Private firm,Services,7,Sufficient,Closer to home,Time rate,Cash,7,10,Month,4200,Yes,Higher,Yes,Yes,1200,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,Yes,,,Most important,,,,,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,120,11,2000,
8114,4,9,Ha Tay,Production Worker,Other,Male,1988,Yes,No,2005,Yes,,Yes,Not married,High school,,,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Other,Agriculture,2,Sufficient,Closer to home,Combined,Cash,7,10,Month,1200,Yes,Higher,Yes,Yes,1200,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,Yes,,,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,240,12,1999,2007
8114,1,9,Ha Tay,Manager,Owner,Female,1977,Yes,No,2005,Yes,,Yes,Married,Secondary school,,,Yes,Primary school,Services,Secondary school,Services,Production Worker,Other,Agriculture,6,More than sufficient,Other,Combined,Cash,7,10,Month,,,NA,No,No,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,None of the above,,,,,,,,,Yes,,,Most important,,,,,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,360,8,2003,
8114,3,9,Ha Tay,Production Worker,Other,Male,1990,Yes,No,2008,Yes,,Yes,Not married,High school,,,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,More than sufficient,Better social benefits,Combined,Cash,7,10,Month,1200,Yes,Higher,Yes,Yes,1200,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,Yes,,,Most important,,,,,No,No,Don't know,No,Yes,Yes,Yes,Yes,No,Permanent self-contained house,470,21,,
8115,2,9,Ha Tay,Production Worker,Other,Female,1981,Yes,No,2007,No,Rural,No,Married,Secondary school,,,No,Secondary school,Agriculture,Secondary school,Services,Production Worker,Other,Agriculture,7,Sufficient,Better salary,Time rate,Cash,6,9,Month,3000,Yes,Higher,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,No,No,Unsettled house and other,18,4,,
8115,1,9,Ha Tay,Production Worker,Other,Male,1979,Yes,No,2006,Yes,,Yes,Married,Primary school,,,No,Primary school,Agriculture,Primary school,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,3,Sufficient,Better salary,Time rate,Cash,6,9,Month,3000,Yes,Higher,Yes,,,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Other,Yes,Yes,Yes,Other,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,95,33,,2007
8120,1,9,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Female,1985,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Production Worker,Private firm,Services,4,Sufficient,Closer to home,Time rate,Cash,6,10,Month,3000,Yes,Higher,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,19,1992,2008
8120,2,9,Ha Tay,Production Worker,Other,Female,1987,Yes,No,2009,Yes,,Yes,Married,Secondary school,,,Yes,Secondary school,Services,High school,Services,Production Worker,Private firm,Services,2,Sufficient,Closer to home,Time rate,Cash,6,10,Month,3000,Yes,Higher,Yes,Yes,1500,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,135,20,1991,2006
8121,3,9,Ha Tay,Production Worker,Other,Male,1987,Yes,Yes,2010,No,Rural,No,Not married,High school,,,Yes,Secondary school,Services,High school,Services,Did not work,,,,,,Time rate,Cash,6,7,Month,3500,,Higher,Yes,Yes,1500,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,No,Most important,,,,Second most important,,Third most important,No,Yes,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,80,1,,
8121,1,9,Ha Tay,Professional Worker,Other,Male,1984,Yes,Yes,2010,Yes,,Yes,Married,College/University/post-graduate,5234,2008,No,Secondary school,Services,Secondary school,Manufacturing and Construction,Office Worker,Private firm,Services,1,Sufficient,Better working condition,Time rate,Cash,5,8,Month,3800,No,Higher,Yes,Yes,2800,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,I prefer to save up myself,No,No,,Relative working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,Yes,Most important,,Third most important,,Second most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,162,5,2005,2007
8121,2,9,Ha Tay,Sales Worker,Other,Male,1985,Yes,Yes,2009,Yes,,No,Married,Technical worker/professional secondary,3634,2008,Yes,High school,Services,Secondary school,Services,Service Worker,Private firm,Services,2,More than sufficient,Better salary,Time rate,Cash,6,8,Month,3000,,Higher,Yes,Yes,1000,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,No,,,,,,,,No,Most important,,,,Second most important,,Third most important,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,130,13,1998,2007
8121,4,9,Ha Tay,Production Worker,Other,Male,1986,Yes,Yes,2010,No,Rural,No,Not married,High school,,,Yes,High school,Services,Secondary school,Services,Production Worker,Private firm,Manufacturing and Construction,4,More than sufficient,Better salary,Time rate,Cash,6,7,Month,3500,,Higher,Yes,Yes,1500,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),No,,,,,,,,No,Second most important,,,,Most important,,Third most important,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,40,1,,
8129,2,9,Ha Tay,Production Worker,Other,Male,1989,Yes,No,2011,Yes,,Yes,Not married,High school,,,Yes,Technical worker without certificate,Manufacturing and Construction,Secondary school,Agriculture,Production Worker,Private firm,Services,4,Not sufficient,Better salary,Time rate,Cash,7,8,Month,3000,No,Higher,No,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,Second most important,,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,60,15,1996,
8129,1,9,Ha Tay,Manager,Member of Owners HH,Female,1976,Yes,Yes,1997,Yes,,Yes,Married,Secondary school,,,Yes,Technical worker without certificate,Services,Technical worker without certificate,Services,Manager,Private firm,Services,4,Sufficient,Other,,,7,8,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Third most important,Second most important,,,Most important,,,No,No,Don't know,No,No,Yes,No,Yes,Yes,Permanent self-contained house,100,5,2006,
