id,wid_09,wid07,eq1_09,eqd2_09,eqd4_09,eqd5_09,eqd6_09,eqd7_09,eqd8_09,eqd9_09,eqd10_09,eqd11_09,eqd12_09,eqe1_09,eqe2_09,eqe3_09,eqe4_09,eqe5_09,eqe6_09,eqe7_09,eqe8_09,eqf1a_09,eqf1b_09,eqf1c_09,eqf2_09,eqf3_09,eqf4_09,eqg1a_09,eqg1b_09,eqg2a_09,eqg2b_09,eqg3a_09,eqg3b_09,eqg4_09,eqg5a_09,eqg5b_09,eqg6_09,eqg7_09,eqg8_09,eqg9a_09,eqg9b_09,eqg9c_09,eqg9d_09,eqg9e_09,eqg9f_09,eqg9g_09,eqg9h_09,eqg10a_09,eqg10b_09,eqg11_09,eqg12_09,eqg13_09,eqg14_09,eqh1_09,eqh2_09,eqi1_09,eqi2_09,eqi3_09,eqi4_09,eqi5_09,eqi6_09,eqi7_09,eqi8_09,eqj1a_09,eqj1ba_09,eqj1bb_09,eqj1bc_09,eqj1bd_09,eqj1be_09,eqj1bf_09,eqj1bg_09,eqj2_09,eqj3_09,eqj4_09,eqk1a_09,eqk1b_09,eqk1c_09,eqk1d_09,eqk1e_09,eqk2a_09,eqk2b_09,eqk2c_09,eqk2d_09,eqk2e_09,eqk2f_09
5095,3,3,HCMC,Service Worker,Male,1975,Yes,Yes,2,Yes,,Yes,Not married,4,,,No,3,Manufacturing and Construction,3,Manufacturing and Construction,Service Worker,Other,Manufacturing and Construction,1,Sufficient,Better working condition,Time rate,Cash,,8,Month,1500,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,Yes,Yes,Other,Interview,No,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,Yes,Help related to medicine,No,No,Yes,No,No,No,semi-permanent house,12,2,,
5095,2,2,HCMC,Office Worker,Female,1985,Yes,Yes,0,No,Rural,No,Married,5,2248,2006,No,3,Manufacturing and Construction,3,Manufacturing and Construction,Office Worker,Other,Manufacturing and Construction,1,Sufficient,Better working condition,Time rate,Cash,,8,Month,1500,Yes,Higher,Yes,Yes,1500,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,No,,Other,Interview,No,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,Yes,Help related to medicine,No,No,Yes,No,No,No,Unsettled house and other,16,1,,
5095,4,98,HCMC,Production Worker,Male,1987,Yes,Yes,3,No,Rural,No,Not married,3,,,No,3,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,1,Sufficient,Better working condition,Combined,Cash,,8,Month,1000,Yes,Higher,Yes,Yes,1000,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,Yes,Yes,Other,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,Yes,Help related to medicine,No,No,Yes,No,No,No,semi-permanent house,12,2,,
5095,5,98,HCMC,Production Worker,Female,1985,Yes,Yes,3,No,Rural,No,Not married,3,,,No,3,Agriculture,2,Agriculture,Production Worker,Other,Agriculture,1,Sufficient,Better working condition,Combined,Cash,,8,Month,1000,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,Yes,Yes,Other,Several of the above,No,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,Yes,Help related to medicine,No,No,Yes,No,No,No,semi-permanent house,12,2,,
5106,1,98,Ha Noi,Production Worker,Female,1982,Yes,No,9,Yes,,Yes,Married,4,,,No,4,Services,4,Manufacturing and Construction,Did not work,,,,,,Piece rate,Cash,6,8,Month,2000,No,Same,,Yes,100,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,100,4,1999,2006
5107,1,98,Ha Noi,Production Worker,Female,1980,Yes,No,1,No,Rural,No,Married,4,,,No,3,Agriculture,3,Agriculture,Production Worker,FDI firm,Manufacturing and Construction,10,More than sufficient,Better working condition,Piece rate,Cash,6,8,Month,2000,No,Same,,Yes,100,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,Pemanent non-contained house,22,2,,
5108,1,98,Ha Noi,Professional Worker,Female,1985,Yes,Yes,2,No,Rural,No,Not married,7,4234,2007,No,4,Manufacturing and Construction,4,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,Yes,Same,Yes,Yes,500,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,No,,No,,Most important,Third most important,,Second most important,,,No,No,Laid off,No,No,Yes,Yes,Yes,No,semi-permanent house,12,1,,
5108,3,98,Ha Noi,Production Worker,Male,1987,Yes,Yes,1,No,Rural,No,Not married,4,,,No,3,Agriculture,4,Agriculture,Production Worker,Private firm,Services,2,More than sufficient,Better salary,Time rate,Cash,6,8,Month,1800,Yes,Same,Yes,Yes,500,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,Third most important,Most important,,Second most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,semi-permanent house,16,1,,
5108,2,98,Ha Noi,Office Worker,Female,1987,No,Yes,0,No,Urban,No,Not married,7,4234,2008,No,5,Manufacturing and Construction,4,Agriculture,Office Worker,Private firm,Services,0,Sufficient,Better salary,Time rate,Cash,6,8,Month,1800,Yes,Same,,Yes,500,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Through employment agency,Interview,,,,,,,No,,No,,Most important,Third most important,,Second most important,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,No,semi-permanent house,15,1,,
5113,5,98,Ha Noi,Service Worker,Male,1958,Yes,Yes,7,No,Rural,No,Married,4,,,Yes,2,Agriculture,1,Agriculture,Production Worker,SOE,Manufacturing and Construction,27,Sufficient,Better for health,Time rate,Cash,6,8,Month,2000,Yes,Higher,,Yes,500,No,Yes,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2003,No,,Secures that employer pays social benifits,No,No,,Yes,,,Most important,,,,,No,No,Laid off,No,No,Yes,No,Yes,No,Unsettled house and other,20,2,2007,
5113,1,1,Ha Noi,Manager,Male,1953,Yes,Yes,4,Yes,,Yes,Married,8,5286,1980,Yes,4,Manufacturing and Construction,3,Services,Professional Worker (Requires Uni Degree),Government,Services,29,Sufficient,Better social benefits,Percent of Sales,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,1000,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,,Yes,No,,Friend/acquaintance working in firm,Interview,Yes,2005,No,,Secures that employer pays social benifits,No,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,9,2000,
5113,3,3,Ha Noi,Office Worker,Female,1976,Yes,Yes,7,No,Urban,No,Married,8,5234,2005,Yes,8,Manufacturing and Construction,7,Services,Production Worker,Private firm,Manufacturing and Construction,9,Sufficient,Better working condition,Time rate,Cash,6,8,Month,3000,Yes,Higher,No,Yes,1000,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2003,No,,Secures that employer pays social benifits,No,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,100,9,2000,
5113,6,6,Ha Noi,Production Worker,Female,1975,Yes,Yes,6,No,Rural,No,Married,4,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Private firm,Agriculture,12,Sufficient,Better working condition,Combined,Cash,6,8,Month,2000,Yes,Higher,No,Yes,500,No,Yes,No,No,No,No,No,Yes,No,No,Yes,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2003,No,,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,,Third most important,,,No,No,Laid off,No,No,Yes,No,Yes,No,Unsettled house and other,20,3,2002,
5113,7,98,Ha Noi,Production Worker,Male,1973,Yes,Yes,6,No,Rural,No,Married,4,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Private firm,Agriculture,14,Sufficient,Better working condition,Combined,Cash,6,8,Month,2000,Yes,Higher,No,Yes,500,No,Yes,No,No,No,No,No,Yes,No,No,Yes,I prefer to save up myself,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2003,No,,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,,Third most important,,,No,No,Laid off,No,No,Yes,No,Yes,No,Unsettled house and other,20,3,2002,
5113,4,4,Ha Noi,Sales Worker,Male,1975,Yes,Yes,5,No,Urban,No,Married,4,,,Yes,4,Manufacturing and Construction,4,Agriculture,Sales Worker,Private firm,Manufacturing and Construction,13,Sufficient,Better salary,Combined,Cash,6,8,Month,4000,Yes,Higher,No,Yes,1000,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2004,No,,Secures that employer pays social benifits,No,No,,Yes,,,,,,,,No,No,Laid off,No,No,Yes,No,Yes,No,Unsettled house and other,30,4,2005,
5113,2,2,Ha Noi,Professional Worker,Female,1960,Yes,Yes,4,Yes,,Yes,Married,8,5234,1981,Yes,7,Manufacturing and Construction,7,Manufacturing and Construction,Professional Worker (Requires Uni Degree),SOE,Manufacturing and Construction,24,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,1000,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,,Yes,No,,Friend/acquaintance working in firm,Interview,Yes,2005,No,,Secures that employer pays social benifits,No,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,4,2005,
5114,1,98,Ha Noi,Production Worker,Male,1966,Yes,No,12,No,Urban,No,Married,3,,,No,2,,2,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Time rate,Cash,7,8,Month,1500,No,Higher,Yes,Yes,200,No,Yes,No,No,No,No,Yes,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,,,,,,,,No,No,Don't know,No,Yes,Yes,No,No,Yes,Permanent self-contained house,36,10,1999,
5124,1,98,Ha Noi,Manager,Male,1971,Yes,Yes,5,Yes,,Yes,Married,8,5246,1998,No,4,Services,4,Services,Did not work,,,,,,Combined,Cash,6,8,Month,5000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not necessary at moment,Yes,Yes,Yes,Through employment agency,Interview,Yes,2004,Yes,20,Better and more stable wage,No,No,,Yes,Second most important,Third most important,Most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,30,8,1970,2000
5124,3,98,Ha Noi,Office Worker,Female,1981,Yes,Yes,5,Yes,,Yes,Not married,8,5234,2003,No,8,Manufacturing and Construction,8,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Yes,Same,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,Interview,Yes,2004,Yes,10,Better and more stable wage,No,No,,Yes,Second most important,Third most important,Most important,,,,,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,40,4,2005,2008
5124,2,98,Ha Noi,Professional Worker,Female,1983,Yes,Yes,4,Yes,,No,Married,8,5246,2005,Yes,8,Manufacturing and Construction,8,Manufacturing and Construction,Did not work,,,,,,Combined,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Other,Yes,Yes,Yes,Other,Several of the above,Yes,2005,Yes,10,More safety at workplace,No,No,,Yes,Second most important,Third most important,Most important,,,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,114,10,1999,2007
5125,3,98,Ha Noi,Office Worker,Male,1971,Yes,No,4,Yes,,No,Married,4,,,No,4,Manufacturing and Construction,4,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,8,Sufficient,Better salary,Time rate,Cash,6,8,Month,1800,Yes,Higher,Yes,Yes,600,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,No,,,,,,,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,13,2,2007,
5125,4,98,Ha Noi,Production Worker,Female,1982,Yes,No,5,Yes,,No,Married,4,,,No,4,Services,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,3,Sufficient,Better salary,Time rate,Cash,6,8,Month,1800,Yes,Higher,Yes,Yes,600,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,No,,,,,,,,No,Second most important,Most important,,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,No,No,semi-permanent house,12,2,2007,
5125,2,98,Ha Noi,Professional Worker,Female,1960,Yes,Yes,13,Yes,,Yes,Married,8,5234,2003,Yes,8,Manufacturing and Construction,4,Agriculture,Office Worker,Private firm,Services,4,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,2800,Yes,Lower,Yes,Yes,2000,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,,No,No,,Relative working in firm,Several of the above,No,,,,,,,,No,Second most important,Most important,,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,10,1999,2003
5125,1,98,Ha Noi,Office Worker,Female,1984,Yes,Yes,3,No,Rural,No,Not married,8,5281,2005,No,4,Agriculture,4,Agriculture,Service Worker,Private firm,Manufacturing and Construction,10,Not sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,2000,Yes,Higher,Yes,Yes,600,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,Several of the above,No,,,,,,,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,15,3,2005,
5132,2,98,Ha Noi,Professional Worker,Female,1985,Yes,Yes,2,No,Rural,No,Not married,7,4246,2007,Yes,7,Manufacturing and Construction,4,Manufacturing and Construction,Office Worker,Private firm,Services,3,Not sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,20,2,,
5132,3,98,Ha Noi,Office Worker,Female,1983,No,Yes,0,No,Urban,No,Not married,7,4246,2005,No,8,Services,8,Services,Office Worker,Private firm,Services,2,Not sufficient,Closer to home,Time rate,Cash,6,8,Month,1500,No,Higher,Yes,Yes,1000,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,No,No,Unsettled house and other,20,1,,
5132,4,2,Ha Noi,Production Worker,Female,1963,Yes,Yes,6,Yes,,No,Married,4,,,No,4,Agriculture,4,Agriculture,Production Worker,SOE,Services,12,Not sufficient,Other,Time rate,Cash,6,8,Day,50,No,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,No,Yes,Yes,No,Permanent self-contained house,23,2,1997,2007
5132,1,1,Ha Noi,Manager,Female,1979,Yes,Yes,6,Yes,,Yes,Married,8,5251,2003,Yes,7,Services,7,Services,Office Worker,SOE,Manufacturing and Construction,1,Not sufficient,Better working condition,Time rate,Cash,6,8,Month,2000,No,Higher,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,60,10,1999,2006
5138,1,1,Ha Noi,Office Worker,Female,1969,Yes,Yes,8,Yes,,Yes,Married,8,5234,1998,No,4,,4,Services,Professional Worker (Requires Uni Degree),Private firm,Services,7,Sufficient,Better salary,Time rate,Cash,6,8,Month,1800,Yes,Same,Yes,Yes,1500,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Low quality of services,No,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,Most important,,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,10,1997,2005
5138,2,98,Ha Noi,Production Worker,Female,1970,Yes,Yes,19,Yes,,Yes,Married,4,,,No,4,Services,7,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,6,8,Month,1000,Yes,Same,Yes,Yes,1000,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,20,15,1994,2004
5145,3,3,Ha Noi,Office Worker,Male,1982,Yes,Yes,5,No,Rural,No,Married,8,5234,2001,Yes,6,Manufacturing and Construction,4,Agriculture,Office Worker,SOE,Services,2,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Several of the above,Yes,2000,Yes,50,Better and more stable wage,No,No,,No,,,,,Most important,,,Yes,Yes,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,Pemanent non-contained house,35,5,2004,
5145,5,5,Ha Noi,Service Worker,Female,1975,Yes,Yes,12,Yes,,Yes,Married,8,5234,1995,Yes,4,Agriculture,4,Agriculture,Service Worker,SOE,Services,3,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2500,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Procedures too complicated,Yes,No,,Relative working in firm,Several of the above,Yes,2003,Yes,50,Better and more stable wage,No,No,,No,,,,,Most important,,,Yes,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,40,10,1999,
5145,6,6,Ha Noi,Production Worker,Male,1983,Yes,Yes,3,No,Rural,No,Not married,3,,,Yes,4,Agriculture,4,Agriculture,Production Worker,SOE,Manufacturing and Construction,2,Sufficient,Better salary,Time rate,Cash,6,8,Month,1700,Yes,Higher,Yes,Yes,300,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Through employment agency,On-the-job test (carried out by experienced worker),Yes,2003,Yes,50,Better and more stable wage,No,No,,Yes,,Third most important,Most important,,Second most important,,,Yes,Yes,Don't know,Yes,Yes,Yes,No,No,No,semi-permanent house,25,1,2008,
5145,2,2,Ha Noi,Professional Worker,Male,1976,Yes,Yes,7,No,Urban,No,Married,7,4252,1996,Yes,7,Manufacturing and Construction,8,Manufacturing and Construction,Professional Worker (Requires Uni Degree),SOE,Manufacturing and Construction,7,Sufficient,Better salary,Time rate,Cash,6,8,Month,3700,Yes,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Procedures too complicated,Yes,No,,Friend/acquaintance working in firm,Several of the above,Yes,2000,Yes,100,Better and more stable wage,No,No,,No,,,,,Most important,,,Yes,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,40,8,2001,
5145,4,4,Ha Noi,Sales Worker,Female,1978,Yes,Yes,7,Yes,,Yes,Married,7,4252,1999,Yes,4,Agriculture,4,Agriculture,Sales Worker,SOE,Manufacturing and Construction,4,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2700,Yes,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Several of the above,Yes,2001,Yes,50,More safety at workplace,No,No,,No,,,,,,,,Yes,Yes,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,30,7,2002,2007
5145,1,1,Ha Noi,Manager,Male,1973,Yes,Yes,6,Yes,,Yes,Married,8,5234,1994,Yes,8,Manufacturing and Construction,8,Manufacturing and Construction,Professional Worker (Requires Uni Degree),Government,Manufacturing and Construction,5,Sufficient,Better salary,Piece rate,Cash,6,8,Month,3500,Yes,Higher,Yes,Yes,500,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,Yes,No,,Relative working in firm,Interview,Yes,2002,Yes,100,Better and more stable wage,Yes,No,,No,,,,,Most important,,,Yes,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,30,10,1999,
5148,2,98,Ha Noi,Production Worker,Female,1982,Yes,No,5,Yes,,Yes,Not married,4,,,Yes,7,Services,7,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,7,8,Month,1100,No,Higher,Yes,Yes,200,No,Yes,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,18,,,2002
5148,1,1,Ha Noi,Manager,Female,1973,Yes,No,16,Yes,,Yes,Married,4,,,Yes,4,Agriculture,6,Services,Did not work,,,,,,Time rate,Cash,7,8,,,No,Higher,Yes,Yes,500,No,Yes,No,No,No,No,No,No,No,No,No,Other,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,30,10,1999,2004
5156,1,1,Ha Noi,Production Worker,Female,1962,Yes,No,15,Yes,,Yes,Married,4,,,No,3,Manufacturing and Construction,3,Manufacturing and Construction,Production Worker,SOE,Manufacturing and Construction,16,Sufficient,Better for health,Piece rate,Cash,7,8,Month,1000,Yes,Same,Yes,Yes,100,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,25,17,1992,2007
5170,2,98,Ha Noi,Production Worker,Female,1982,Yes,No,1,Yes,,Yes,Not married,3,,,No,4,Agriculture,3,Agriculture,Production Worker,Other,Agriculture,3,Sufficient,Better salary,Time rate,Cash,7,9,Month,950,No,Higher,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,,,,,,,No,,No,Third most important,Second most important,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,15,2,2007,
5170,3,98,Ha Noi,Service Worker,Male,1987,Yes,No,2,Yes,,No,Not married,4,,,No,4,Manufacturing and Construction,4,Agriculture,Did not work,,,,,,Time rate,Cash,7,9,Month,3500,No,Same,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,,,,,,,No,,No,Most important,Second most important,Third most important,,,,,No,No,Don't know,No,No,Yes,No,No,No,Unsettled house and other,15,1,2008,
5170,1,98,Ha Noi,Production Worker,Male,1947,Yes,No,9,Yes,,Yes,Married,4,,,No,4,Agriculture,3,Agriculture,Production Worker,Other,Manufacturing and Construction,30,Sufficient,Better working condition,Time rate,Cash,7,9,Month,1600,No,Same,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,None of the above,,,,,,,No,,No,Most important,Third most important,,,,Second most important,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,90,7,2002,
5173,1,1,Ha Noi,Manager,Male,1969,Yes,Yes,8,Yes,,Yes,Married,8,5034,1995,Yes,8,Services,8,Services,Did not work,,,,,,Time rate,Cash,5,8,Month,1500,Yes,Higher,Yes,Yes,100,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,Yes,Yes,Yes,semi-permanent house,160,15,1994,
5173,3,3,Ha Noi,Sales Worker,Male,1983,Yes,Yes,8,No,Rural,No,Not married,3,,,Yes,3,Agriculture,8,Agriculture,Production Worker,Other,Agriculture,0,Not sufficient,Better working condition,Time rate,Cash,5,8,Month,1200,Yes,Higher,Yes,Yes,100,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,No,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,12,1997,
5173,4,4,Ha Noi,Production Worker,Female,1982,Yes,No,6,No,Rural,No,Not married,3,,,Yes,3,Agriculture,8,Agriculture,Production Worker,Other,Agriculture,0,Not sufficient,Better working condition,Piece rate,Cash,5,8,Month,1000,Yes,Higher,Yes,Yes,100,Yes,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,semi-permanent house,40,9,2000,
5173,2,2,Ha Noi,Professional Worker,Female,1974,Yes,Yes,8,Yes,,Yes,Married,8,5034,1997,Yes,8,Services,7,Services,Did not work,,,,,,Time rate,Cash,5,8,Month,1500,Yes,Higher,Yes,Yes,100,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,Yes,No,Yes,semi-permanent house,160,15,1994,
5175,5,98,Ha Noi,Professional Worker,Female,1958,Yes,Yes,7,Yes,,Yes,Married,7,5234,1980,No,4,Manufacturing and Construction,4,Manufacturing and Construction,Office Worker,Private firm,Services,20,Sufficient,Better salary,Time rate,Cash,6,8,Month,3000,Yes,Same,Yes,Yes,3000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Too expensive,No,No,,Other,Several of the above,Yes,2002,Yes,30,Secures that employer pays social benifits,No,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,45,8,2001,2001
