id,wid_13,wid_in_11,eq2_13,eqd1a_13,eqd2_13,eqd3_13,eqd4_13,eqd5_13,eqd6_13,eqd7_13,eqd8_13,eqd9_13,eqd10_13,eqd11_13,eqd12_13,eqe1_13,eqe2_13,eqe3_13,eqe4_13,eqe5_13,eqe6_13,eqe7_13,eqe8_13,eqe8a_13,eqe9_13,eqe9a_13,eqe10_13,eqe10a_13,eqe11_13,eqe12_13,eqe13_13,eqf1a_13,eqf1b_13,eqf1c_13,eqf2_13,eqf3_13,eqf4_13,eqg1a_13,eqg1b_13,eqg2a_13,eqg2b_13,eqg3a1_13,eqg3a2_13,eqg3b1_13,eqg3b2_13,eqg3c1_13,eqg3c2_13,eqg4_13,eqg5a_13,eqg5b_13,eqg6_13,eqg7_13,eqg8_13,eqg9a_13,eqg9b_13,eqg9c_13,eqg9d_13,eqg9e_13,eqg9f_13,eqg9g_13,eqg9h_13,eqg9i_13,eqg10a_13,eqg10b_13,eqg11_13,eqg12_13,eqg13_13,eqg14_13,eqh1_13,eqh2_13,eqi1_13,eqi2_13,eqi3_13,eqi4_13,eqi5_13,eqi6_13,eqi7_13,eqi8_13,eqj1a_13,eqj1ba_13,eqj1bb_13,eqj1bc_13,eqj1bd_13,eqj1be_13,eqj1bf_13,eqj1bg_13,eqj2_13,eqj3_13,eqj4_13,eqk1a_13,eqk1b_13,eqk1c_13,eqk1d_13,eqk1e_13,eqk2a_13,eqk2b_13,eqk2c_13,eqk2d_13,eqk2e_13,eqk2f_13
8331,1,9,Nghe An,9,Production Worker,Member of Owners HH,Male,1961,Yes,No,2003,Yes,,Yes,Married,Secondary school,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Production Worker,SOE,Manufacturing and Construction,22,Sufficient,Other,NA,9,6,4,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,,,"Owner, who is a relative",None of the above,,,,,,,,,,,Second most important,Most important,,Third most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,50,3,1992,2010
8332,1,9,Nghe An,9,Production Worker,Other,Female,1980,Yes,Yes,2006,Yes,,Yes,Married,Technical level without certificate,,,High school,Services,High school,Services,0,,0,,0,,No,No,,Production Worker,Other,Manufacturing and Construction,4,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,3000,Month,2800,,,No,Same,,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,,,Third most important,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,200,3,2010,
8332,2,9,Nghe An,9,Production Worker,Other,Female,1987,Yes,Yes,2012,No,Rural,No,Not married,Technical level without certificate,,,High school,Agriculture,High school,Agriculture,0,,0,,0,,No,No,,Office Worker,Private firm,Services,1,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,3000,Month,2800,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,,,Third most important,Most important,,Second most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,No,semi-permanent house,160,3,1995,2010
8334,1,1,Nghe An,1,Production Worker,"Relative of owner, but not living in the same HH",Female,1949,Yes,No,2000,Yes,,No,Married,Primary school,,,Secondary school,Manufacturing and Construction,None,Agriculture,0,,0,,5,200,No,No,,Production Worker,Other,Agriculture,36,Sufficient,Closer to home,Piece rate,Cash,5,4,Month,450,Month,400,Month,400,No,Higher,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Nothing,No,Yes,Yes,Yes,Yes,Yes,semi-permanent house,45,23,1990,
8343,1,9,Nghe An,9,Production Worker,"Relative of owner, but not living in the same HH",Female,1976,Yes,Yes,2000,Yes,,Yes,Married,Technical level without certificate,,,Secondary school,Services,High school,Manufacturing and Construction,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,2000,Month,1000,Month,1000,No,Same,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,,,Relative working in firm,None of the above,,,,,,,,,No,Most important,,,Third most important,Second most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,No,semi-permanent house,70,7,1995,2000
8346,1,9,Nghe An,9,Production Worker,Other,Female,1975,Yes,Yes,2011,Yes,,Yes,Married,Technical level without certificate,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2000,Month,1500,Month,1500,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Procedures too complicated,No,,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,40,7,2006,2006
8401,1,1,HCMC,1,Office Worker,Member of Owners HH,Female,1978,Yes,Yes,2004,Yes,,Yes,Married, Professional secondary,6920,2002,High school,Agriculture,High school,Services,0,,2,6,0,,No,No,,Office Worker,Private firm,Manufacturing and Construction,2,Sufficient,Closer to home,Time rate,Cash,5,8,Month,4000,Month,1500,Month,1500,No,Same,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,No,,"Owner, who is a relative",None of the above,No,,,,,,,,No,,Most important,,Second most important,,,,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,10,1996,2000
8401,2,2,HCMC,2,Sales Worker,"Relative of owner, but not living in the same HH",Male,1960,Yes,Yes,2004,Yes,,Yes,Married, Professional secondary,7110,1985,None,Agriculture,None,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Services,2,Sufficient,Better salary,Time rate,Cash,5,8,Month,4500,Month,2500,Month,2500,No,Same,Yes,Yes,4500,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Other,Yes,No,,"Owner, who is a friend",Interview,No,,,,,,,,No,,Most important,,Second most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,250,20,1990,2000
8416,2,9,HCMC,9,Service Worker,Other,Male,1980,Yes,Yes,2009,Yes,,No,Married,Vocational elementary,2284,2004,Technical level without certificate,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Month,3000,,,No,Same,No,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,No,,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,,,,Most important,Second most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,90,15,1998,2010
8416,1,9,HCMC,9,Office Worker,Other,Female,1987,Yes,Yes,2011,Yes,,Yes,Not married,College,5134,2010,Technical level without certificate,Manufacturing and Construction,Secondary school,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,4000,Month,3500,,,No,Same,No,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I prefer to save up myself,No,,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Third most important,,,,Most important,Second most important,,No,No,Don't know,No,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,86,17,1996,2007
8424,5,9,HCMC,9,Office Worker,Other,Female,1988,Yes,Yes,2011,Yes,,Yes,Not married,University and higher,5234,2008,University and higher,Services,Vocational elementary,Manufacturing and Construction,0,,0,,0,,No,No,,Did not work,,,,,,Piece rate,Cash,6,8,Month,4500,Month,2000,Month,3000,No,Higher,Yes,Yes,4200,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,Yes,Yes,Yes,Through employment agency,Interview,Yes,2011,Yes,45,More job security,No,No,,No,,Second most important,Most important,,,Third most important,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,55,6,2007,
8424,4,9,HCMC,9,Production Worker,Other,Male,1974,Yes,Yes,2002,Yes,,Yes,Married,Vocational secondary,4031,1996,College,Services,Technical level without certificate,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,5,Sufficient,Better use of skills/experience,Piece rate,Cash,6,8,Month,4500,Month,2000,Month,3000,No,Higher,Yes,Yes,6800,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,Yes,Yes,Yes,Through employment agency,Interview,Yes,2002,Yes,45,More job security,No,No,,No,,Second most important,Most important,,,Third most important,,No,Yes,Help related to medicine,Yes,Yes,No,Yes,No,Yes,semi-permanent house,50,8,2005,
8424,3,3,HCMC,3,Manager,Other,Male,1973,Yes,Yes,2005,Yes,,Yes,Married,University and higher,5234,1995,University and higher,Services,College,Services,0,,0,,0,,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better salary,Piece rate,Cash,6,8,Month,4500,Month,2000,Month,3000,No,Higher,Yes,Yes,6800,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,Yes,2009,Yes,45,More job security,No,No,,No,,Second most important,Most important,,,Third most important,,No,Yes,Help related to medicine,No,No,No,Yes,Yes,Yes,Permanent self-contained house,60,15,1998,
8424,2,2,HCMC,2,Production Worker,Other,Female,1983,Yes,Yes,2003,Yes,,Yes,Not married,College,5154,2006,Vocational elementary,Services,Vocational elementary,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,2,Sufficient,Better salary,Piece rate,Cash,6,8,Month,4500,Month,2000,Month,3000,No,Higher,Yes,Yes,6800,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,Yes,Yes,Yes,Relative working in firm,Interview,Yes,2008,Yes,45,More job security,No,No,,No,,Second most important,Most important,,,Third most important,,No,Yes,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,60,10,2003,
8431,1,9,HCMC,9,Production Worker,Other,Male,1990,Yes,No,2012,No,Rural,No,Not married,Technical level without certificate,,,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,2700,Month,2500,,,No,Higher,,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Low quality of services,Yes,Yes,Yes,Through employment agency,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,Yes,Don't know,No,No,Yes,No,Yes,No,semi-permanent house,10,3,,
8431,2,9,HCMC,9,Production Worker,Other,Male,1989,Yes,Yes,2012,Yes,,Yes,Not married,Vocational secondary,4051,2010,High school,Manufacturing and Construction,High school,Services,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,2800,Month,2500,,,No,Higher,,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Low quality of services,Yes,Yes,Yes,Job advertisement,On-the-job test (carried out by experienced worker),No,,,,,,,,No,,Third most important,Second most important,,Most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,30,15,1992,
8435,1,9,HCMC,9,Production Worker,Other,Male,1989,Yes,No,2009,No,Rural,Yes,Not married,Secondary school,,,Primary school,Manufacturing and Construction,None,Services,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,5000,Month,3000,Month,3000,No,Same,No,Yes,3000,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Relative working in firm,None of the above,No,,,,,,,,No,,Most important,Second most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,80,24,,
8435,2,9,HCMC,9,Service Worker,Other,Male,1993,Yes,Yes,2011,Yes,,Yes,Not married,Secondary school,,,None,Services,None,Services,0,,0,,0,,No,No,,Production Worker,Other,Services,0,Sufficient,Better salary,Time rate,Cash,7,8,Month,4000,Month,3500,Month,3500,No,Same,No,Yes,3000,Yes,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Other,None of the above,No,,,,,,,,No,,Second most important,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,30,20,,2009
8442,1,9,HCMC,9,Manager,Member of Owners HH,Male,1978,Yes,No,2008,Yes,,Yes,Married,Vocational secondary,4051,2002,Primary school,Agriculture,None,Agriculture,2,7,0,,1,3,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,More than sufficient,Better salary,Time rate,Cash,6,8,Month,5500,Month,4000,Month,4500,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Too expensive,Yes,No,,Relative working in firm,Interview,,,,,,,,,No,Second most important,,Most important,Third most important,,,,No,Yes,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,70,38,1975,2011
8442,3,9,HCMC,9,Production Worker,Other,Male,1982,Yes,No,2010,Yes,,Yes,Married,Vocational secondary,4051,2003,None,Agriculture,None,Agriculture,2,7,0,,1,3,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,More than sufficient,Better salary,Time rate,Cash,6,8,Month,4500,Month,3500,Month,4000,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Second most important,,Most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,60,14,1999,
8442,2,9,HCMC,9,Production Worker,Other,Male,1985,Yes,No,2010,Yes,,Yes,Married,Vocational secondary,4051,2005,None,Agriculture,None,Agriculture,2,7,0,,2,3,No,No,,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better salary,Time rate,Cash,6,8,Month,4500,Month,3500,Month,4000,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,Second most important,,Most important,Third most important,,,,No,Yes,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,100,32,1980,
8540,1,2,HCMC,2,Manager,Other,Female,1979,Yes,Yes,2010,No,Rural,No,Married,University and higher,5234,2001,High school,Manufacturing and Construction,Secondary school,Agriculture,0,,0,,0,,No,No,,Office Worker,Private firm,Services,5,More than sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,10800,Month,5500,Month,6000,Yes,Higher,Yes,Yes,2500,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,Friend/acquaintance working in firm,Interview,Yes,2010,Yes,108,More safety at workplace,Yes,No,,No,,Most important,Third most important,,Second most important,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,145,,,
8540,2,3,HCMC,3,Office Worker,Other,Female,1986,Yes,Yes,2010,Yes,,Yes,Married,College,5134,2007,High school,Services,Secondary school,Services,0,,0,,0,,No,No,,Service Worker,Private firm,Services,2,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,4300,Month,3300,Month,3000,Yes,Higher,Yes,Yes,1000,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,No,,Other,Interview,Yes,2011,Yes,96,More safety at workplace,No,No,,No,,Second most important,Most important,Third most important,,,,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Unsettled house and other,168,19,1990,
8560,2,9,HCMC,9,Production Worker,Other,Male,1987,Yes,Yes,2007,No,Rural,No,Not married,Technical level without certificate,,,Technical level without certificate,Manufacturing and Construction,Technical level without certificate,Agriculture,1,15,0,,1,15,Yes after informal training,No,,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Piece rate,Cash,6,8,Month,3200,Month,2600,Month,2600,,Higher,Yes,Yes,5000,No,No,No,No,No,Yes,No,No,No,No,No,No,I prefer to save up myself,No,,,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,14,1998,2010
8560,1,9,HCMC,9,Production Worker,Other,Male,1989,Yes,Yes,2008,No,Rural,No,Not married,Technical level without certificate,,,Technical level without certificate,Agriculture,Technical level without certificate,Agriculture,1,15,0,,1,15,Yes after informal training,No,,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Piece rate,Cash,6,8,Month,3200,Month,2400,Month,2400,,Higher,Yes,Yes,8000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,32,7,2004,
8561,2,9,HCMC,9,Production Worker,Other,Male,1983,Yes,No,2011,No,Urban,No,Not married,Technical level without certificate,,,Secondary school,Agriculture,Secondary school,Agriculture,1,15,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,3000,,,No,Same,No,Yes,3000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,Relative working in firm,None of the above,,,,,,,,,No,Second most important,Third most important,Most important,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,Pemanent non-contained house,30,4,,
8561,1,9,HCMC,9,Production Worker,"Relative of owner, but not living in the same HH",Male,1978,Yes,No,2011,No,Urban,Yes,Married,Technical level without certificate,,,Secondary school,Agriculture,Primary school,Agriculture,1,15,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,7,8,Month,3000,Month,3000,,,No,Same,No,Yes,3000,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,,,"Owner, who is a relative",None of the above,,,,,,,,,No,Second most important,Third most important,Most important,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,No,Pemanent non-contained house,30,4,,
8591,1,9,HCMC,9,Manager,Other,Female,1965,Yes,Yes,2005,Yes,,Yes,Married,University and higher,5234,1990,Technical level without certificate,Manufacturing and Construction,Vocational elementary,Services,0,,0,,0,,No,Yes,Yes,Office Worker,Private firm,Services,10,Sufficient,Better working condition,Time rate,Cash,6,8,Month,5000,Month,4000,,,Yes,Higher,Yes,Yes,5000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,Third most important,Most important,,Second most important,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Villa,100,23,1990,2005
8591,5,9,HCMC,9,Service Worker,Other,Male,1978,Yes,Yes,2008,Yes,,Yes,Married,Technical level without certificate,,,Secondary school,Services,Technical level without certificate,Services,0,,0,,0,,No,Yes,Yes,Service Worker,Private firm,Services,4,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,Month,2500,,,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,,Third most important,Second most important,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,40,26,1987,2001
8591,7,9,HCMC,9,Production Worker,Other,Female,1985,Yes,Yes,2009,Yes,,Yes,Married,Technical level without certificate,,,High school,Manufacturing and Construction,Technical level without certificate,Services,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Agriculture,2,Sufficient,Better salary,Time rate,Cash,6,8,Month,3500,Month,3000,,,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,32,15,1998,
8591,4,9,HCMC,9,Sales Worker,Other,Male,1982,Yes,Yes,2008,No,Rural,No,Married,Technical level without certificate,,,High school,Manufacturing and Construction,High school,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Sales Worker,Private firm,Services,8,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3500,Month,2800,,,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Relative working in firm,Interview,,,,,,,,,No,,,Third most important,Second most important,Most important,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,89,33,1980,2007
8591,2,9,HCMC,9,Professional Worker,Other,Female,1983,Yes,Yes,2008,No,Rural,No,Married, Professional secondary,4234,2007,Technical level without certificate,Services, Professional secondary,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Sales Worker,Private firm,Services,6,Sufficient,Better working condition,Time rate,Cash,6,8,Month,4500,Month,3500,,,Yes,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,Yes,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,15,1998,2008
8591,3,9,HCMC,9,Office Worker,Other,Female,1984,Yes,Yes,2008,Yes,,Yes,Married, Professional secondary,4234,2006,Technical level without certificate,Manufacturing and Construction,Vocational elementary,Services,0,,0,,0,,No,Yes,Yes,Office Worker,Private firm,Manufacturing and Construction,6,Sufficient,Better social benefits,Time rate,Cash,6,8,Month,4000,Month,3000,,,Yes,Higher,Yes,Yes,4000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,No,,Through employment agency,Interview,,,,,,,,,No,,Most important,Second most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,70,32,1981,
8591,6,9,HCMC,9,Production Worker,Other,Male,1985,Yes,Yes,2009,No,Rural,Yes,Married,Technical level without certificate,,,High school,Services,Vocational elementary,Services,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Services,4,Sufficient,Better salary,Time rate,Cash,6,8,Month,3500,Month,3000,,,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not necessary at moment,Yes,Yes,Yes,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,,Second most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,40,21,1992,2007
8595,1,1,HCMC,1,Production Worker,"Relative of owner, but not living in the same HH",Male,1984,Yes,Yes,2011,Yes,,No,Not married,Secondary school,,,Primary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,0,,0,,0,,No,Yes,Yes,Production Worker,Private firm,Manufacturing and Construction,2,Sufficient,Better working condition,Time rate,Cash,6,10,Month,2800,Month,2000,Month,3000,Yes,Higher,Yes,Yes,500,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Too expensive,Yes,Yes,Yes,Friend/acquaintance working in firm,Interview,,,,,,,,,No,,Most important,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,16,6,,
8601,1,9,Lam Dong,9,Production Worker,Member of Owners HH,Male,1984,Yes,No,2004,Yes,,Yes,Not married,Secondary school,,,Technical level without certificate,Manufacturing and Construction,Primary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,NA,9,6,8,,,,,,,,9,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,Third most important,Most important,Second most important,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,80,10,2003,
8602,1,1,Lam Dong,1,Manager,Member of Owners HH,Male,1954,Yes,No,2011,Yes,,No,Married,University and higher,5234,1993,High school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),SOE,Services,13,Sufficient,Other,NA,9,6,8,,,,,,,,9,,,,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Other,Yes,,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,90,21,1992,2002
8602,2,2,Lam Dong,2,Professional Worker,"Relative of owner, but not living in the same HH",Female,1986,Yes,Yes,2009,Yes,,Yes,Married,University and higher,5234,2008,Secondary school,Agriculture,Secondary school,Agriculture,0,,0,,0,,No,No,,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Month,2000,,,No,Same,,Yes,3000,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Other,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,50,3,1992,2002
8602,3,3,Lam Dong,3,Office Worker,Other,Male,1979,Yes,Yes,2010,Yes,,No,Married,University and higher,5252,2002,Secondary school,Agriculture,Secondary school,Services,0,,0,,0,,No,No,,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,6,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,3000,Month,2000,,,No,Same,,Yes,3000,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Other,Yes,No,,Other,Interview,,,,,,,,,No,Most important,Second most important,,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,30,5,,
8602,4,4,Lam Dong,4,Production Worker,Other,Female,1971,Yes,Yes,2006,Yes,,Yes,Married,High school,,,Primary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,7,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,1500,,,No,Same,,Yes,3000,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Other,Yes,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,Most important,,Second most important,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,30,12,,
8602,5,5,Lam Dong,5,Production Worker,Other,Female,1968,Yes,Yes,2006,Yes,,Yes,Married,High school,,,Secondary school,Agriculture,Primary school,Agriculture,0,,0,,0,,No,No,,Production Worker,Private firm,Services,20,Sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Month,1500,,,No,Same,,Yes,2500,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Other,Yes,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,,,No,,Most important,,Second most important,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,40,15,,
